,temperature,hour,day_of_week,month,is_weekend,month_sin,month_cos,lag_1,lag_24,lag_168,rolling_mean_24,rolling_std_24,rolling_mean_168,rolling_std_168
2022-11-16,9.99,0,2,11,0,-0.5000000000000004,0.8660254037844384,9.57,15.81,12.05,12.429583333333333,2.206040086290112,16.37919642857143,3.744626422624431
2022-11-17,8.6,0,3,11,0,-0.5000000000000004,0.8660254037844384,9.99,13.91,13.55,12.187083333333334,2.1370957114060634,16.366934523809523,3.7622188527896583
2022-11-18,7.42,0,4,11,0,-0.5000000000000004,0.8660254037844384,8.6,13.43,14.9,11.965833333333334,2.224067790385879,16.33747023809524,3.803568171787146
2022-11-19,6.19,0,5,11,1,-0.5000000000000004,0.8660254037844384,7.42,15.36,14.74,11.715416666666664,2.3845954522758226,16.29294642857143,3.8637984835733543
2022-11-20,6.67,0,6,11,1,-0.5000000000000004,0.8660254037844384,6.19,16.03,13.46,11.333333333333336,2.50675897918212,16.24205357142857,3.9399348884539407
2022-11-21,6.3,0,0,11,0,-0.5000000000000004,0.8660254037844384,6.67,14.49,13.74,10.943333333333333,2.47215742193749,16.201636904761905,4.002967069361213
2022-11-22,5.29,0,1,11,0,-0.5000000000000004,0.8660254037844384,6.3,15.47,15.8,10.602083333333333,2.5259763143346663,16.15735119047619,4.070941825056276
2022-11-23,8.25,0,2,11,0,-0.5000000000000004,0.8660254037844384,5.29,13.34,16.15,10.177916666666667,2.5277279352202418,16.094791666666666,4.1563261556362345
2022-11-24,8.73,0,3,11,0,-0.5000000000000004,0.8660254037844384,8.25,13.98,15.27,9.965833333333332,2.463604493714303,16.047767857142855,4.200156176128545
2022-11-25,7.76,0,4,11,0,-0.5000000000000004,0.8660254037844384,8.73,12.8,17.19,9.747083333333334,2.320609888288684,16.008839285714284,4.237549073187104
2022-11-26,8.93,0,5,11,1,-0.5000000000000004,0.8660254037844384,7.76,11.7,16.19,9.537083333333333,2.259569945936558,15.952708333333335,4.284010232120379
2022-11-27,9.8,0,6,11,1,-0.5000000000000004,0.8660254037844384,8.93,10.52,15.68,9.421666666666667,2.2145834168405027,15.909494047619049,4.318083810716447
