datetime,temp,tempmax,tempmin,humidity,dew,precip,precipprob,windspeed,pressure,cloudcover,solarenergy,uvindex
2020-10-20,24.0,31.7,17.0,31.1,4.2,0.0,0.0,17.9,1017.7,6.5,17.7,7.0
2020-10-21,21.8,27.0,16.6,58.1,12.7,0.0,0.0,14.4,1018.7,11.9,15.7,7.0
2020-10-22,22.9,30.4,15.7,48.4,8.7,0.0,0.0,11.8,1019.7,3.3,16.9,7.0
2020-10-23,24.8,30.5,19.1,18.2,-2.1,0.0,0.0,22.6,1018.4,2.0,17.6,7.0
2020-10-24,24.4,30.6,18.3,15.1,-4.4,0.0,0.0,20.7,1015.8,17.1,16.6,7.0
2020-10-25,22.4,27.0,17.9,22.9,-0.1,0.0,0.0,15.8,1014.8,55.9,13.1,6.0
2020-10-26,23.5,30.6,18.0,22.5,-0.5,0.0,0.0,20.4,1015.3,3.5,17.2,7.0
2020-10-27,23.9,30.8,17.6,19.4,-1.7,0.0,0.0,16.1,1015.8,13.7,16.7,7.0
2020-10-28,23.4,31.2,18.0,34.4,6.3,0.0,0.0,9.6,1017.0,26.6,15.3,6.0
2020-10-29,23.9,31.0,17.4,51.1,12.4,0.0,0.0,9.4,1017.9,12.3,14.8,7.0
2020-10-30,23.6,32.0,19.0,48.4,10.9,0.0,0.0,8.5,1016.7,20.8,14.4,6.0
2020-10-31,22.2,29.0,18.4,60.1,13.6,0.0,0.0,13.6,1014.7,28.7,13.8,6.0
2020-11-01,19.7,25.1,16.6,74.1,14.7,0.0,0.0,17.2,1015.7,32.8,13.5,6.0
2020-11-02,18.2,23.0,15.0,78.1,14.1,2.052,100.0,14.9,1018.4,43.1,13.0,6.0
2020-11-03,17.6,23.0,13.9,73.8,12.5,0.0,0.0,14.8,1019.4,43.5,12.9,6.0
2020-11-04,15.7,19.0,13.0,78.3,11.8,15.641,100.0,29.1,1016.2,62.9,8.9,4.0
2020-11-05,14.2,16.5,13.3,88.6,12.3,25.269,100.0,31.4,1012.4,66.9,10.6,6.0
2020-11-06,14.9,20.1,12.6,80.1,11.3,0.237,0.0,11.5,1014.6,49.8,10.0,4.0
2020-11-07,15.7,19.6,12.0,76.2,11.3,0.0,0.0,8.8,1016.1,38.6,12.2,5.0
2020-11-08,17.1,21.3,13.9,62.7,9.7,0.274,100.0,21.8,1016.6,40.9,13.6,6.0
2020-11-09,16.4,22.6,12.6,63.5,9.2,4.418,100.0,12.9,1018.3,31.8,13.9,6.0
2020-11-10,16.0,21.1,11.4,65.0,9.1,0.046,0.0,8.1,1018.0,26.8,12.4,6.0
2020-11-11,16.1,21.6,12.4,72.3,10.8,0.0,0.0,8.6,1018.9,24.1,12.2,5.0
2020-11-12,16.1,21.8,11.9,67.3,9.7,0.0,0.0,9.6,1021.1,27.2,12.9,6.0
2020-11-13,16.7,22.3,13.1,58.3,8.1,0.0,0.0,10.3,1021.8,24.5,13.8,6.0
2020-11-14,17.5,23.0,13.6,52.4,7.3,0.0,0.0,14.6,1018.5,36.2,12.2,6.0
2020-11-15,14.6,18.0,11.6,73.6,9.7,13.879,100.0,23.9,1016.7,64.0,9.6,4.0
2020-11-16,13.6,16.8,11.3,78.8,9.8,0.1,0.0,11.9,1019.0,41.7,11.1,5.0
2020-11-17,13.8,19.5,9.9,69.2,7.8,0.0,0.0,12.1,1022.3,28.0,11.2,5.0
2020-11-18,14.1,19.8,10.2,59.4,6.0,0.0,0.0,17.6,1020.5,8.2,13.3,6.0
2020-11-19,14.9,20.2,10.6,56.4,6.0,0.0,0.0,17.6,1015.2,10.6,13.7,6.0
2020-11-20,13.7,17.8,11.2,70.4,8.3,4.756,100.0,23.5,1011.7,35.4,8.9,4.0
2020-11-21,11.9,14.3,10.1,81.4,8.7,14.594,100.0,21.9,1016.8,55.3,9.3,5.0
2020-11-22,13.3,17.9,9.3,80.8,9.9,0.0,0.0,7.6,1022.4,44.4,10.5,5.0
2020-11-23,13.9,19.2,10.3,77.1,9.7,0.0,0.0,7.6,1022.2,24.8,12.3,6.0
2020-11-24,13.8,18.4,9.2,63.3,6.2,0.0,0.0,16.5,1018.3,26.1,12.5,6.0
2020-11-25,13.7,19.2,10.5,62.4,6.3,1.418,100.0,16.9,1011.5,36.6,11.9,6.0
2020-11-26,10.9,13.2,9.9,91.9,9.6,22.764,100.0,22.0,1013.1,71.8,7.4,4.0
2020-11-27,11.6,15.3,9.4,82.6,8.6,0.503,100.0,10.7,1018.3,49.5,8.9,5.0
2020-11-28,11.5,15.5,9.3,76.9,7.6,0.271,100.0,9.5,1019.2,36.6,9.0,4.0
2020-11-29,12.2,17.2,7.6,75.4,7.7,0.0,0.0,17.1,1020.5,35.8,10.8,5.0
2020-11-30,12.7,18.1,9.0,68.4,6.7,0.0,0.0,18.7,1018.2,26.4,11.6,6.0
2020-12-01,11.9,17.7,7.5,66.5,5.5,0.0,0.0,12.7,1015.1,14.1,12.4,6.0
2020-12-02,12.8,17.7,8.5,67.7,6.8,0.0,0.0,9.3,1017.9,23.7,12.4,6.0
2020-12-03,11.4,15.9,7.9,83.6,8.6,0.0,0.0,9.0,1020.5,35.9,11.3,5.0
2020-12-04,10.4,13.0,8.0,88.7,8.6,0.0,0.0,14.8,1018.8,51.7,10.3,5.0
2020-12-05,11.5,15.0,9.0,85.9,9.2,0.9,100.0,16.6,1016.5,49.4,7.7,4.0
2020-12-06,11.3,16.0,6.9,80.3,7.9,0.0,0.0,18.4,1018.3,29.0,8.7,4.0
2020-12-07,12.1,17.0,8.0,68.6,5.9,0.0,0.0,7.8,1020.0,33.7,10.7,5.0
2020-12-08,13.3,19.6,8.0,67.5,7.2,0.0,0.0,24.1,1020.1,15.9,12.4,6.0
2020-12-09,12.8,15.7,9.8,78.4,9.0,0.237,0.0,12.0,1022.5,42.1,8.3,4.0
2020-12-10,12.2,17.4,7.9,66.8,5.6,0.0,0.0,15.2,1021.9,12.1,12.0,6.0
2020-12-11,12.5,17.3,8.0,51.3,2.4,0.0,0.0,16.9,1018.8,5.9,12.5,6.0
2020-12-12,14.1,20.0,9.9,38.4,-0.2,0.0,0.0,13.3,1017.5,24.6,11.3,5.0
2020-12-13,16.6,21.8,13.0,40.0,2.6,0.0,0.0,15.8,1015.9,45.8,9.9,5.0
2020-12-14,16.0,21.9,11.6,46.1,3.6,1.829,100.0,20.9,1011.1,62.6,10.3,5.0
2020-12-15,11.3,13.8,9.3,73.0,6.5,11.421,100.0,25.9,1012.2,48.9,9.8,5.0
2020-12-16,10.5,13.0,9.6,91.7,9.2,29.691,100.0,20.8,1015.5,83.4,4.5,2.0
2020-12-17,11.1,14.2,9.7,87.4,9.0,5.416,100.0,21.3,1019.5,59.9,6.9,4.0
2020-12-18,11.1,14.8,8.7,84.6,8.5,0.109,0.0,14.2,1022.0,51.5,10.4,5.0
2020-12-19,10.5,16.1,7.3,79.4,6.8,0.0,0.0,8.7,1024.0,17.5,11.9,6.0
2020-12-20,11.1,17.2,5.9,66.9,4.8,0.0,0.0,12.2,1023.5,2.3,11.9,6.0
2020-12-21,11.8,17.2,6.9,63.9,5.0,0.0,0.0,13.6,1022.4,0.0,12.1,6.0
2020-12-22,11.5,16.9,7.5,73.1,6.7,0.0,0.0,16.7,1020.1,27.2,11.4,5.0
2020-12-23,11.3,15.4,8.2,79.8,7.8,0.503,100.0,17.8,1019.2,53.3,8.0,4.0
2020-12-24,10.3,13.5,7.5,79.1,6.8,0.054,0.0,14.2,1019.6,47.0,10.1,5.0
2020-12-25,8.8,13.6,4.5,70.2,3.5,53.722,100.0,13.9,1022.6,5.1,12.3,6.0
2020-12-26,9.5,14.1,5.9,45.8,-2.0,0.0,0.0,26.9,1023.2,1.7,12.6,6.0
2020-12-27,8.1,10.9,6.1,51.6,-1.6,0.0,0.0,26.0,1023.3,20.2,12.4,6.0
2020-12-28,7.0,9.6,4.9,77.9,3.3,0.0,0.0,25.0,1022.9,60.3,11.9,6.0
2020-12-29,8.4,13.7,4.6,74.4,3.9,0.0,0.0,32.8,1022.3,4.7,12.5,6.0
2020-12-30,9.3,14.7,5.0,68.9,3.7,0.0,0.0,17.3,1021.1,4.3,12.7,6.0
2020-12-31,10.9,16.1,6.5,68.4,5.1,0.0,0.0,18.5,1019.5,2.2,12.5,6.0
2021-01-01,11.2,15.3,8.6,77.6,7.3,0.0,0.0,15.0,1019.4,46.3,12.3,6.0
2021-01-02,11.6,15.8,8.1,70.4,6.3,0.0,0.0,25.9,1020.9,32.9,11.1,5.0
2021-01-03,12.9,19.4,9.6,67.4,6.8,0.0,0.0,11.0,1020.2,7.2,11.4,5.0
2021-01-04,12.5,17.6,8.7,65.6,6.1,0.0,0.0,21.1,1020.2,11.8,12.2,6.0
2021-01-05,12.6,17.6,7.6,69.8,7.1,0.0,0.0,18.1,1020.7,10.9,12.5,6.0
2021-01-06,12.5,17.3,8.0,66.8,6.1,0.0,0.0,14.9,1023.8,17.1,11.9,5.0
2021-01-07,13.1,17.7,9.7,50.3,2.6,0.0,0.0,16.1,1022.7,13.7,12.5,6.0
2021-01-08,11.7,16.2,6.8,35.5,-3.8,0.0,0.0,18.6,1021.9,24.2,13.2,6.0
2021-01-09,12.2,16.9,8.7,36.9,-2.3,0.0,0.0,17.1,1021.4,11.0,13.2,6.0
2021-01-10,12.4,18.7,7.8,45.7,0.8,0.0,0.0,9.3,1023.2,2.3,13.2,6.0
2021-01-11,12.9,19.4,8.1,45.6,1.2,0.0,0.0,15.2,1025.8,17.4,13.2,6.0
2021-01-12,14.4,20.1,6.6,45.7,2.6,0.0,0.0,21.9,1024.4,25.9,13.4,6.0
2021-01-13,14.4,18.2,10.4,47.3,3.1,0.0,0.0,29.4,1016.0,30.5,8.4,4.0
2021-01-14,10.3,14.0,7.5,78.4,6.5,10.431,100.0,39.7,1010.8,69.6,7.8,4.0
2021-01-15,8.7,10.0,6.9,89.0,6.9,5.252,100.0,29.0,1016.1,72.3,7.4,3.0
2021-01-16,8.2,12.1,5.9,80.9,4.9,5.209,100.0,21.0,1014.3,43.3,10.1,5.0
2021-01-17,8.8,11.7,6.4,70.4,3.6,31.321,100.0,50.5,1012.7,44.3,10.5,5.0
2021-01-18,7.2,9.0,6.3,90.4,5.7,18.778,100.0,25.9,1017.7,57.5,10.1,5.0
2021-01-19,7.4,11.4,4.2,79.5,3.9,14.607,100.0,32.9,1017.5,60.3,4.9,3.0
2021-01-20,5.0,7.2,3.3,87.8,3.1,19.434,100.0,24.5,1020.0,75.4,8.8,4.0
2021-01-21,5.7,10.0,2.4,69.9,0.4,0.0,0.0,11.2,1028.7,24.0,11.8,6.0
2021-01-22,5.1,9.2,1.3,50.7,-5.1,0.0,0.0,21.4,1027.6,1.3,14.7,7.0
2021-01-23,6.5,11.6,3.0,34.9,-8.1,0.0,0.0,20.5,1023.1,18.2,14.5,6.0
2021-01-24,7.1,14.0,2.0,45.8,-4.1,0.0,0.0,11.2,1021.2,1.1,15.3,7.0
2021-01-25,8.8,15.8,3.0,51.5,-1.1,0.0,0.0,10.8,1021.1,4.5,14.7,7.0
2021-01-26,9.3,15.1,3.9,55.5,0.2,0.0,0.0,10.8,1021.7,22.8,12.2,6.0
2021-01-27,10.7,17.2,5.9,48.8,0.2,0.0,0.0,16.8,1015.2,25.0,12.7,5.0
2021-01-28,8.9,13.0,5.9,77.6,5.0,0.328,0.0,27.7,1015.6,51.7,10.0,4.0
2021-01-29,6.0,7.0,4.9,84.9,3.6,8.634,100.0,31.7,1015.6,62.4,8.0,5.0
2021-01-30,6.9,9.3,4.8,83.4,4.2,10.001,100.0,25.1,1019.8,55.6,5.1,3.0
2021-01-31,9.5,13.3,6.2,72.8,4.7,1.875,100.0,28.4,1018.9,43.6,9.8,5.0
2021-02-01,12.0,18.1,6.5,64.5,4.6,0.0,0.0,21.6,1021.4,2.6,15.5,7.0
2021-02-02,14.2,19.7,9.7,42.7,1.6,0.0,0.0,23.2,1019.6,10.7,15.5,7.0
2021-02-03,13.9,19.7,9.6,48.5,3.0,0.0,0.0,11.8,1016.3,19.6,14.5,6.0
2021-02-04,11.5,14.7,9.1,70.4,6.1,10.734,100.0,26.3,1011.8,58.0,9.4,5.0
2021-02-05,11.0,13.9,9.0,89.5,9.3,4.114,100.0,15.9,1014.9,66.0,6.6,4.0
2021-02-06,10.9,15.5,7.2,77.1,6.7,0.0,0.0,17.7,1020.9,19.5,15.2,7.0
2021-02-07,11.2,16.0,7.2,85.5,8.7,0.0,0.0,10.2,1023.1,25.2,13.7,7.0
2021-02-08,13.8,20.3,7.1,59.8,4.9,0.0,0.0,12.5,1024.7,11.3,16.4,7.0
2021-02-09,14.8,19.5,10.8,44.9,2.7,0.0,0.0,12.8,1023.7,16.9,17.0,7.0
2021-02-10,13.8,20.0,9.0,55.5,4.4,0.0,0.0,14.1,1021.0,12.1,17.1,7.0
2021-02-11,14.0,20.0,7.0,41.5,-0.8,0.0,0.0,9.0,1019.6,23.0,16.3,7.0
2021-02-12,12.9,20.0,7.0,57.4,4.2,0.0,0.0,22.3,1015.8,13.9,17.2,7.0
2021-02-13,11.5,16.9,8.0,62.2,4.1,0.0,0.0,10.4,1019.3,41.2,14.2,7.0
2021-02-14,13.9,21.9,8.2,49.5,2.4,0.0,0.0,12.1,1017.6,0.0,17.8,7.0
2021-02-15,11.5,16.3,6.9,70.3,6.0,0.0,0.0,14.3,1014.5,15.1,13.5,6.0
2021-02-16,10.0,15.7,6.2,75.1,5.4,2.366,100.0,27.6,1007.6,42.6,15.1,6.0
2021-02-17,2.8,5.4,0.6,86.2,0.6,37.769,100.0,44.3,1008.9,83.1,14.1,6.0
2021-02-18,2.7,5.3,-0.2,93.9,1.8,17.663,100.0,24.0,1017.5,75.2,11.7,5.0
2021-02-19,5.4,7.8,2.7,89.9,3.9,2.165,100.0,24.1,1022.0,76.0,8.5,5.0
2021-02-20,7.2,12.0,4.0,73.4,2.4,0.2,0.0,10.0,1024.4,43.7,16.3,7.0
2021-02-21,6.7,11.0,2.0,70.1,1.2,0.0,0.0,11.8,1024.0,48.5,16.6,7.0
2021-02-22,8.7,14.1,3.3,60.4,1.1,0.0,0.0,17.0,1022.7,34.1,16.3,7.0
2021-02-23,10.6,16.0,6.7,48.3,-0.1,0.109,0.0,24.3,1021.6,33.3,18.5,8.0
2021-02-24,10.5,15.1,6.6,62.3,3.3,0.054,0.0,17.5,1020.2,33.2,18.8,8.0
2021-02-25,11.0,15.8,6.6,72.3,6.0,0.0,0.0,14.9,1021.5,22.3,15.2,7.0
2021-02-26,12.1,18.4,6.4,58.0,3.1,0.0,0.0,8.6,1020.9,18.1,18.9,8.0
2021-02-27,13.0,19.8,7.7,46.0,0.8,0.0,0.0,14.1,1017.1,11.0,19.7,8.0
2021-02-28,12.1,17.3,7.4,58.9,4.0,0.0,0.0,18.4,1016.1,20.5,18.8,8.0
2021-03-01,9.8,13.2,6.9,83.0,7.0,2.379,100.0,17.6,1019.0,52.1,12.8,6.0
2021-03-02,10.4,15.0,7.2,78.2,6.6,0.915,100.0,18.5,1020.5,38.9,15.3,6.0
2021-03-03,9.3,13.2,6.3,78.1,5.6,0.549,100.0,13.9,1018.6,47.6,13.3,6.0
2021-03-04,7.3,9.9,5.3,84.4,4.9,2.367,100.0,19.5,1017.3,73.5,14.2,7.0
2021-03-05,10.2,15.6,6.5,74.7,5.6,0.054,0.0,20.8,1023.2,37.2,16.3,6.0
2021-03-06,12.0,20.1,5.2,56.9,2.7,0.0,0.0,12.5,1023.6,4.5,20.8,9.0
2021-03-07,12.3,18.6,7.1,55.3,2.9,0.0,0.0,13.8,1018.0,12.2,20.6,8.0
2021-03-08,11.4,16.0,7.9,73.1,6.4,0.0,0.0,19.9,1017.0,48.7,15.3,6.0
2021-03-09,13.1,19.8,6.9,65.0,6.0,0.0,0.0,8.9,1017.8,17.6,20.1,8.0
2021-03-10,18.8,26.8,13.0,39.3,3.8,0.0,0.0,16.9,1014.0,24.6,20.5,8.0
2021-03-11,15.5,19.9,11.7,50.3,4.6,0.0,0.0,54.7,1010.6,40.3,19.3,8.0
2021-03-12,10.1,13.4,7.4,76.5,6.0,17.12,100.0,56.7,1011.8,53.3,14.2,5.0
2021-03-13,10.5,15.7,4.7,74.6,6.0,0.0,0.0,14.7,1018.2,26.1,21.0,8.0
2021-03-14,13.3,19.9,6.4,66.8,6.7,0.0,0.0,7.1,1015.7,16.6,20.3,9.0
2021-03-15,15.6,21.8,11.0,55.1,6.1,0.0,0.0,15.4,1011.4,27.9,21.0,9.0
2021-03-16,13.8,18.3,9.2,65.0,7.1,0.0,0.0,18.8,1012.8,30.5,20.2,8.0
2021-03-17,11.8,17.9,6.4,64.9,4.9,0.0,0.0,21.7,1013.8,25.3,21.4,9.0
2021-03-18,11.4,16.0,8.3,65.4,5.0,0.054,0.0,25.7,1016.3,48.2,17.7,6.0
2021-03-19,11.8,17.1,7.1,70.4,6.3,0.0,0.0,14.4,1018.3,33.7,20.2,8.0
2021-03-20,15.3,23.7,7.1,50.4,3.6,0.0,0.0,10.1,1016.0,17.3,20.8,8.0
2021-03-21,19.1,25.4,11.0,36.5,3.3,0.0,0.0,12.0,1012.3,7.5,22.6,9.0
2021-03-22,20.4,25.5,16.3,48.0,8.8,0.503,100.0,29.9,1012.6,35.7,11.0,5.0
2021-03-23,20.4,27.8,13.8,50.4,9.4,1.235,100.0,33.6,1007.1,23.6,14.7,8.0
2021-03-24,11.9,15.0,9.0,61.3,4.5,7.318,100.0,43.4,1007.9,45.9,17.9,7.0
2021-03-25,10.2,13.4,6.9,68.3,4.4,1.326,100.0,23.3,1014.3,57.4,16.1,6.0
2021-03-26,8.4,11.9,5.1,79.5,5.0,1.123,100.0,18.4,1018.0,62.3,16.2,7.0
2021-03-27,8.1,12.5,4.1,62.1,1.1,0.0,0.0,21.6,1023.5,45.3,18.5,7.0
2021-03-28,9.5,15.2,3.9,64.0,2.6,0.0,0.0,13.2,1025.5,33.5,22.3,9.0
2021-03-29,11.0,19.5,4.2,55.9,1.8,0.0,0.0,12.4,1022.4,10.4,24.5,9.0
2021-03-30,13.5,21.3,7.5,50.4,2.2,0.0,0.0,24.9,1014.7,7.1,24.3,9.0
2021-03-31,11.7,17.1,7.2,68.1,5.4,0.0,0.0,20.0,1013.8,52.8,20.3,8.0
2021-04-01,11.2,16.7,7.6,63.0,4.0,0.0,0.0,25.0,1016.0,43.1,18.9,8.0
2021-04-02,9.4,11.8,8.0,72.8,4.7,8.735,100.0,28.7,1017.6,57.5,16.7,6.0
2021-04-03,11.2,16.4,7.5,72.3,6.1,0.046,0.0,18.2,1021.2,42.9,16.3,5.0
2021-04-04,12.9,19.5,5.6,57.8,3.1,0.0,0.0,13.0,1022.2,2.5,24.6,10.0
2021-04-05,17.8,25.6,7.9,34.1,0.8,0.0,0.0,16.0,1021.0,0.0,25.4,9.0
2021-04-06,23.0,30.5,15.4,17.8,-3.5,0.0,0.0,24.2,1016.0,14.7,26.0,10.0
2021-04-07,22.8,29.2,16.0,21.5,-0.9,0.0,0.0,16.6,1014.2,14.1,25.3,9.0
2021-04-08,20.3,25.8,14.6,26.4,-0.1,0.0,0.0,18.3,1014.9,6.7,25.7,10.0
2021-04-09,14.1,19.1,10.1,59.5,5.9,0.0,0.0,21.8,1014.0,38.6,24.2,10.0
2021-04-10,9.4,12.0,6.9,68.6,3.8,1.921,100.0,35.7,1013.4,63.6,13.0,5.0
2021-04-11,9.4,14.7,5.3,69.2,3.7,3.015,100.0,24.0,1017.1,64.3,14.9,6.0
2021-04-12,10.5,15.6,6.3,67.2,4.3,0.0,0.0,20.8,1019.1,44.3,18.6,7.0
2021-04-13,11.4,18.5,4.9,62.2,3.7,0.0,0.0,18.4,1019.9,12.9,26.1,9.0
2021-04-14,14.8,24.1,5.6,47.1,2.2,0.0,0.0,15.7,1019.5,8.4,26.6,10.0
2021-04-15,20.1,28.1,10.9,30.6,1.2,0.0,0.0,14.7,1017.8,24.8,26.6,10.0
2021-04-16,22.6,30.4,14.6,28.4,2.5,0.0,0.0,15.0,1015.7,24.7,25.9,10.0
2021-04-17,24.8,31.9,19.2,26.3,3.7,0.0,0.0,12.4,1016.1,6.7,26.9,10.0
2021-04-18,27.0,34.1,19.8,26.7,5.3,0.0,0.0,12.6,1017.7,8.9,26.8,10.0
2021-04-19,28.8,36.6,22.5,24.2,5.5,0.0,0.0,12.5,1015.7,30.0,23.3,9.0
2021-04-20,27.4,35.0,22.0,28.4,6.9,0.0,0.0,17.9,1012.9,23.2,23.3,9.0
2021-04-21,20.2,26.5,14.1,28.3,0.4,0.0,0.0,17.5,1016.5,15.9,26.9,10.0
2021-04-22,19.3,26.0,11.6,21.9,-3.9,0.0,0.0,21.4,1018.7,15.4,27.3,10.0
2021-04-23,22.4,31.2,11.3,23.8,-0.3,0.0,0.0,12.6,1016.7,7.6,27.2,10.0
2021-04-24,26.2,33.3,20.4,27.4,5.2,0.0,0.0,15.6,1011.4,28.7,25.0,9.0
2021-04-25,24.1,30.9,16.7,41.5,9.3,0.0,0.0,20.9,1009.4,7.9,27.2,10.0
2021-04-26,19.6,22.5,13.3,52.7,9.3,0.0,0.0,32.8,1009.8,20.0,26.9,10.0
2021-04-27,17.2,23.4,12.6,60.9,9.0,0.0,0.0,19.9,1014.5,38.2,24.9,10.0
2021-04-28,20.6,28.1,12.0,42.2,6.5,0.0,0.0,16.5,1017.1,9.1,27.3,10.0
2021-04-29,25.8,33.0,16.1,29.4,5.5,0.0,0.0,16.3,1017.8,2.2,27.6,10.0
2021-04-30,27.0,34.1,20.8,22.3,3.0,0.0,0.0,24.5,1017.1,0.5,27.3,10.0
2021-05-01,24.9,30.4,19.2,24.8,3.2,0.0,0.0,39.2,1016.2,14.7,28.3,10.0
2021-05-02,24.8,31.5,18.0,28.0,4.6,0.0,0.0,29.9,1014.9,16.5,27.8,10.0
2021-05-03,25.8,31.6,20.9,25.8,4.3,0.0,0.0,21.0,1014.2,11.1,27.9,10.0
2021-05-04,26.4,33.1,18.5,25.4,4.7,0.0,0.0,22.1,1013.2,21.0,28.1,10.0
2021-05-05,25.7,31.7,19.1,23.8,3.0,0.0,0.0,27.0,1012.6,14.8,28.3,10.0
2021-05-06,23.1,29.7,16.0,29.5,3.9,0.0,0.0,29.9,1014.7,19.0,27.8,10.0
2021-05-07,22.1,28.5,16.8,35.1,5.7,0.0,0.0,19.2,1015.4,19.8,28.4,10.0
2021-05-08,24.4,32.8,16.8,32.1,5.6,0.0,0.0,13.3,1016.1,0.0,28.4,10.0
2021-05-09,28.4,35.1,21.3,21.6,3.7,0.0,0.0,18.2,1012.9,38.6,25.6,9.0
2021-05-10,26.2,32.2,21.4,30.4,7.2,0.0,0.0,19.0,1011.2,27.1,28.1,10.0
2021-05-11,24.3,30.9,18.8,32.3,6.1,0.0,0.0,24.1,1010.1,0.3,28.8,10.0
2021-05-12,22.8,29.1,16.4,34.5,6.1,0.0,0.0,19.0,1010.6,0.0,28.6,10.0
2021-05-13,22.0,28.4,15.8,37.2,6.5,0.0,0.0,19.6,1012.3,3.6,29.0,10.0
2021-05-14,22.4,29.5,16.1,36.7,6.5,0.0,0.0,22.1,1014.4,6.1,28.8,10.0
2021-05-15,22.6,30.7,15.8,37.1,6.9,0.0,0.0,20.4,1013.4,11.8,28.5,10.0
2021-05-16,23.1,30.0,15.8,24.6,1.0,0.0,0.0,21.0,1010.9,4.1,29.6,10.0
2021-05-17,24.0,30.4,19.0,35.0,7.1,0.0,0.0,22.3,1010.9,10.2,28.8,10.0
2021-05-18,21.7,29.1,13.7,49.9,10.2,0.0,0.0,18.7,1013.8,9.5,28.6,10.0
2021-05-19,24.8,32.9,15.2,37.6,8.8,0.0,0.0,14.8,1013.4,4.7,28.9,10.0
2021-05-20,28.2,36.6,19.2,33.5,9.6,0.0,0.0,12.5,1011.3,8.0,28.7,10.0
2021-05-21,24.7,29.5,19.0,43.7,11.1,0.0,0.0,20.7,1011.2,19.9,27.3,9.0
2021-05-22,19.6,24.6,14.9,54.8,9.9,0.0,0.0,25.8,1013.0,25.4,25.6,10.0
2021-05-23,18.6,24.6,13.6,62.2,10.6,0.0,0.0,25.1,1012.6,34.2,27.8,10.0
2021-05-24,20.4,26.8,14.4,57.3,10.9,0.0,0.0,20.5,1013.5,24.3,27.8,10.0
2021-05-25,23.6,32.4,15.9,45.6,9.9,0.0,0.0,27.4,1014.1,7.0,28.8,10.0
2021-05-26,25.4,32.8,17.4,32.6,7.3,0.0,0.0,18.0,1012.5,0.0,29.4,10.0
2021-05-27,26.1,33.0,18.1,26.7,4.8,0.0,0.0,19.0,1011.9,0.0,29.3,10.0
2021-05-28,24.4,30.6,18.5,34.8,7.2,0.0,0.0,20.3,1012.5,7.0,29.3,10.0
2021-05-29,22.4,27.9,16.6,45.0,9.5,0.0,0.0,23.7,1013.1,17.5,28.3,10.0
2021-05-30,22.9,29.7,15.4,40.3,8.1,0.0,0.0,13.6,1015.0,8.8,28.8,10.0
2021-05-31,27.2,35.4,17.8,30.4,7.0,0.0,0.0,32.6,1013.0,3.5,28.6,10.0
2021-06-01,24.6,30.3,19.9,36.1,8.1,0.0,0.0,20.7,1012.6,9.8,29.2,10.0
2021-06-02,21.5,27.4,16.1,52.1,10.8,0.0,0.0,22.3,1015.2,18.6,27.7,10.0
2021-06-03,21.0,28.9,13.5,46.1,8.1,0.0,0.0,18.9,1016.1,5.2,29.4,10.0
2021-06-04,20.8,27.0,14.3,48.8,9.1,0.0,0.0,18.7,1015.5,10.9,29.0,10.0
2021-06-05,20.9,27.9,14.3,55.1,10.6,0.0,0.0,19.4,1013.8,17.8,28.6,10.0
2021-06-06,21.9,29.4,15.9,47.3,9.3,0.0,0.0,18.9,1014.2,5.1,29.5,10.0
2021-06-07,22.9,29.6,16.3,40.1,8.0,0.0,0.0,17.3,1015.3,6.9,29.5,10.0
2021-06-08,22.5,29.3,15.6,42.3,8.6,0.0,0.0,21.0,1014.3,13.7,29.7,10.0
2021-06-09,24.4,31.9,15.8,38.8,9.0,0.0,0.0,19.2,1013.9,5.5,29.0,10.0
2021-06-10,25.4,31.1,19.3,34.6,8.2,0.0,0.0,30.6,1012.2,0.0,28.9,10.0
2021-06-11,23.0,28.8,17.8,44.9,10.1,0.0,0.0,20.3,1013.7,18.9,28.1,10.0
2021-06-12,25.1,32.1,17.7,32.5,6.8,0.0,0.0,16.1,1014.5,4.2,29.3,10.0
2021-06-13,27.6,34.7,20.1,29.3,7.7,0.0,0.0,19.3,1012.0,6.5,29.1,10.0
2021-06-14,23.1,28.5,17.9,48.8,11.3,0.0,0.0,24.7,1011.5,17.7,28.1,10.0
2021-06-15,21.4,27.8,15.6,60.5,12.7,0.0,0.0,24.0,1012.7,15.8,28.1,10.0
2021-06-16,20.8,27.3,15.7,61.8,12.6,0.0,0.0,27.7,1013.6,25.3,27.4,10.0
2021-06-17,21.0,26.6,16.1,57.4,11.5,0.0,0.0,21.2,1016.2,21.6,28.1,10.0
2021-06-18,21.7,28.6,15.6,54.8,11.6,0.0,0.0,24.1,1014.5,13.7,28.6,10.0
2021-06-19,22.2,29.0,16.9,51.9,11.6,0.0,0.0,21.3,1012.6,13.3,28.2,10.0
2021-06-20,22.5,29.9,15.8,49.4,10.9,0.0,0.0,21.3,1012.0,11.7,28.6,10.0
2021-06-21,22.9,29.5,16.7,49.9,11.5,0.0,0.0,23.1,1013.4,12.8,28.7,10.0
2021-06-22,23.4,29.6,17.7,51.5,12.5,0.0,0.0,21.7,1014.1,16.9,28.8,10.0
2021-06-23,23.4,30.0,17.1,57.3,13.9,0.0,0.0,20.2,1013.9,19.9,27.7,10.0
2021-06-24,24.7,31.6,18.0,45.8,11.8,0.0,0.0,19.0,1012.4,8.3,28.9,10.0
