datetime,temp,tempmax,tempmin,humidity,dew,precip,precipprob,windspeed,pressure,cloudcover,solarenergy,uvindex
2022-09-20,22.7,28.8,18.4,68.1,16.1,0.0,0.0,21.5,1011.0,33.2,18.3,7.0
2022-09-21,21.5,27.3,17.3,64.8,14.0,0.0,0.0,26.9,1010.6,38.7,19.5,8.0
2022-09-22,21.6,27.6,16.7,62.5,13.4,0.0,0.0,23.1,1012.1,29.9,20.4,8.0
2022-09-23,23.1,29.9,17.1,54.3,12.4,0.0,0.0,20.7,1014.2,20.2,20.6,8.0
2022-09-24,24.6,31.7,18.8,44.1,11.0,0.0,0.0,20.3,1016.4,1.3,21.3,8.0
2022-09-25,25.4,32.0,19.4,39.7,10.1,0.0,0.0,16.3,1016.8,1.8,21.2,8.0
2022-09-26,26.4,32.9,20.7,29.1,6.3,0.0,0.0,17.2,1016.3,0.6,21.2,8.0
2022-09-27,25.6,31.5,20.3,35.6,8.8,0.0,0.0,18.4,1015.3,1.3,21.2,8.0
2022-09-28,23.4,29.1,18.4,41.8,9.1,0.0,0.0,20.6,1014.8,0.0,21.2,8.0
2022-09-29,25.2,33.5,19.0,45.5,12.3,0.0,0.0,24.3,1014.9,0.8,20.1,8.0
2022-09-30,27.3,33.9,20.8,39.7,11.5,0.0,0.0,15.2,1016.8,2.0,20.1,8.0
2022-10-01,27.8,34.3,20.9,37.2,11.4,0.0,0.0,20.3,1017.2,0.0,20.1,8.0
2022-10-02,25.8,31.6,21.0,45.6,12.9,0.0,0.0,19.9,1013.0,9.0,20.1,8.0
2022-10-03,25.2,32.0,19.1,46.8,12.6,0.0,0.0,17.4,1009.6,4.6,20.0,8.0
2022-10-04,24.5,31.0,19.2,61.2,15.7,0.0,0.0,14.7,1012.1,11.1,19.1,8.0
2022-10-05,23.7,31.5,18.4,62.8,15.5,0.0,0.0,14.6,1016.7,7.4,19.4,8.0
2022-10-06,23.8,31.5,17.6,56.9,14.1,0.0,0.0,15.5,1016.1,6.1,19.2,8.0
2022-10-07,21.6,27.1,16.6,64.7,14.4,0.0,0.0,18.2,1014.7,21.7,17.4,7.0
2022-10-08,20.3,26.0,16.3,64.6,13.1,0.0,0.0,17.6,1014.7,38.6,17.8,7.0
2022-10-09,19.8,24.9,15.8,65.9,12.8,0.0,0.0,17.8,1016.2,35.6,15.2,6.0
2022-10-10,20.0,26.5,14.6,62.9,12.2,0.0,0.0,15.0,1018.6,8.7,18.8,8.0
2022-10-11,21.4,28.9,15.2,55.4,11.3,0.0,0.0,16.4,1017.6,4.7,19.0,8.0
2022-10-12,21.8,29.5,15.4,55.8,12.0,0.0,0.0,16.7,1016.5,16.4,16.9,7.0
2022-10-13,20.3,26.4,16.2,70.5,14.3,0.0,0.0,19.1,1015.8,34.0,14.9,6.0
2022-10-14,19.5,25.5,15.3,68.4,13.1,0.0,0.0,12.7,1014.6,32.0,15.4,7.0
2022-10-15,20.1,26.0,15.1,64.7,12.7,0.0,0.0,14.7,1013.6,24.2,16.6,7.0
2022-10-16,22.2,29.7,15.3,48.9,10.1,0.0,0.0,18.0,1014.1,15.8,17.2,7.0
2022-10-17,21.9,27.5,17.7,54.1,11.9,0.0,0.0,19.5,1016.7,18.6,16.4,7.0
2022-10-18,20.3,26.5,14.9,64.5,12.9,0.0,0.0,12.9,1018.2,25.3,16.4,7.0
2022-10-19,20.6,27.9,15.2,60.0,12.1,0.0,0.0,14.1,1016.0,14.9,17.4,7.0
2022-10-20,19.9,25.7,15.9,65.0,12.8,0.0,0.0,16.5,1015.9,38.3,16.2,7.0
2022-10-21,20.1,24.8,17.8,68.7,13.9,1.031,100.0,14.8,1015.9,48.1,12.2,5.0
2022-10-22,19.5,25.0,15.1,64.9,12.2,0.0,0.0,14.0,1018.1,29.3,13.2,6.0
2022-10-23,19.9,26.9,14.9,63.0,11.8,0.0,0.0,19.1,1018.8,18.4,13.9,6.0
2022-10-24,20.1,26.4,15.1,59.6,11.4,0.046,0.0,13.0,1017.6,19.7,15.8,7.0
2022-10-25,20.7,25.3,16.4,48.1,8.9,0.0,0.0,24.1,1016.5,27.9,13.4,6.0
2022-10-26,19.3,22.4,16.9,61.3,11.5,1.139,100.0,18.3,1017.3,47.1,12.8,6.0
2022-10-27,20.0,25.3,15.3,56.1,10.4,0.054,0.0,14.8,1018.7,12.8,15.4,7.0
2022-10-28,20.3,27.4,14.0,52.3,9.3,0.0,0.0,11.6,1018.1,11.7,15.9,7.0
2022-10-29,21.7,28.3,15.7,41.7,7.3,0.0,0.0,10.6,1015.6,10.1,16.4,7.0
2022-10-30,20.7,26.3,16.5,48.1,9.0,0.0,0.0,18.3,1014.4,15.3,15.9,7.0
2022-10-31,19.1,23.9,15.8,68.1,12.7,0.0,0.0,17.4,1016.2,35.8,14.2,7.0
2022-11-01,17.5,21.9,13.3,72.2,12.2,0.0,0.0,15.4,1017.5,35.8,13.3,6.0
2022-11-02,16.8,21.4,13.1,70.7,11.1,0.0,0.0,18.5,1017.5,35.2,13.8,6.0
2022-11-03,16.9,22.4,12.2,70.3,10.9,1.646,100.0,14.5,1018.5,28.8,14.5,6.0
2022-11-04,16.9,23.0,11.6,63.8,9.0,0.0,0.0,8.6,1018.2,18.3,14.6,7.0
2022-11-05,18.6,25.1,12.9,44.6,5.5,0.0,0.0,9.6,1017.6,26.2,14.9,6.0
2022-11-06,20.1,26.3,14.5,37.8,4.8,0.0,0.0,17.5,1017.2,3.6,15.0,7.0
2022-11-07,17.3,22.2,14.0,66.7,10.6,0.0,0.0,22.1,1015.3,31.0,11.4,5.0
2022-11-08,14.6,18.4,12.1,80.9,11.3,1.734,100.0,15.4,1014.4,61.6,10.5,5.0
2022-11-09,14.2,17.6,10.9,86.2,11.8,3.154,100.0,14.8,1016.0,55.5,8.2,4.0
2022-11-10,14.5,20.0,9.6,75.8,9.8,3.842,100.0,7.0,1018.1,20.4,12.3,6.0
2022-11-11,15.9,22.4,9.8,60.6,7.7,0.0,0.0,11.6,1019.9,17.7,14.2,6.0
2022-11-12,16.4,21.9,11.7,55.3,7.0,0.0,0.0,23.9,1021.1,5.3,14.6,6.0
2022-11-13,18.0,23.8,13.1,55.3,8.7,0.0,0.0,18.7,1021.1,29.5,13.0,6.0
2022-11-14,17.4,22.5,13.6,72.8,12.3,1.628,100.0,11.0,1018.4,49.2,10.7,5.0
2022-11-15,16.8,21.1,13.8,74.8,12.1,0.0,0.0,18.2,1016.7,45.1,10.0,5.0
2022-11-16,14.4,18.0,11.3,78.2,10.5,0.191,0.0,20.4,1015.7,40.8,11.0,6.0
2022-11-17,14.1,18.2,10.0,76.5,9.9,1.006,100.0,14.5,1017.7,40.0,10.7,5.0
2022-11-18,14.8,21.2,9.9,66.9,8.0,0.0,0.0,8.6,1020.3,21.4,11.7,6.0
2022-11-19,15.4,21.4,9.7,54.1,5.6,0.0,0.0,12.6,1023.8,3.1,14.0,6.0
2022-11-20,16.0,22.0,11.0,46.6,4.1,0.0,0.0,21.0,1024.5,10.9,14.1,6.0
2022-11-21,17.6,23.9,12.0,44.9,5.2,0.0,0.0,19.9,1020.4,30.3,12.8,6.0
2022-11-22,16.3,20.8,13.1,61.9,8.8,0.0,0.0,12.3,1017.9,41.1,10.9,6.0
2022-11-23,15.5,21.9,10.2,67.8,8.8,0.0,0.0,10.8,1017.5,10.2,12.4,6.0
2022-11-24,15.4,19.9,12.6,70.7,10.0,0.38,100.0,22.3,1012.8,54.5,8.1,4.0
2022-11-25,12.3,13.6,10.9,84.6,9.7,5.364,100.0,58.2,1012.7,59.2,8.8,4.0
2022-11-26,12.3,15.3,10.2,83.7,9.5,18.459,100.0,24.9,1016.7,58.6,9.4,5.0
2022-11-27,11.8,16.3,7.4,76.9,7.6,0.366,100.0,16.9,1018.1,41.6,10.3,5.0
2022-11-28,14.7,19.1,10.0,67.5,8.6,0.0,0.0,35.6,1014.0,36.6,12.7,6.0
2022-11-29,13.2,15.1,10.8,81.4,10.0,2.36,100.0,13.8,1013.1,55.6,9.2,5.0
2022-11-30,12.9,17.0,9.7,88.4,11.0,1.189,100.0,13.6,1016.8,43.6,8.1,4.0
2022-12-01,13.4,19.9,8.4,74.8,8.5,0.046,0.0,8.0,1020.1,17.1,12.4,6.0
2022-12-02,13.7,19.8,8.0,66.5,7.3,0.0,0.0,8.6,1020.4,6.8,12.9,6.0
2022-12-03,13.1,18.7,8.5,65.8,6.5,0.0,0.0,10.7,1019.7,24.7,11.9,5.0
2022-12-04,13.4,19.6,8.5,64.2,6.5,0.0,0.0,9.6,1020.2,22.7,12.3,6.0
2022-12-05,13.5,18.1,9.5,69.6,7.9,0.0,0.0,7.9,1019.9,42.4,10.1,5.0
2022-12-06,12.4,17.4,8.8,80.5,9.0,0.109,0.0,14.3,1019.2,37.8,10.0,5.0
2022-12-07,12.3,17.9,7.3,77.7,8.2,2.607,100.0,6.4,1019.5,40.7,10.0,5.0
2022-12-08,13.1,18.8,8.4,68.7,7.3,0.0,0.0,7.6,1020.9,11.5,12.1,6.0
2022-12-09,12.6,18.3,8.5,72.3,7.5,0.0,0.0,9.2,1021.7,19.7,11.2,6.0
2022-12-10,12.1,17.8,7.5,73.8,7.3,0.0,0.0,7.4,1020.9,3.5,12.5,6.0
2022-12-11,11.7,17.9,6.5,72.2,6.6,0.0,0.0,12.8,1018.8,5.7,12.3,6.0
2022-12-12,13.2,19.5,8.2,64.6,6.2,0.0,0.0,8.2,1015.2,19.9,12.1,6.0
2022-12-13,14.0,19.3,8.9,57.0,5.4,0.0,0.0,10.7,1014.8,25.6,11.0,5.0
2022-12-14,12.5,16.5,9.0,77.5,8.6,0.0,0.0,10.5,1017.3,59.6,6.1,3.0
2022-12-15,13.3,17.9,9.5,81.2,10.0,1.875,100.0,7.4,1020.0,35.1,7.9,4.0
2022-12-16,14.1,19.8,10.2,76.7,9.7,0.229,0.0,6.8,1022.6,10.3,11.4,6.0
2022-12-17,14.4,20.0,9.7,66.0,7.8,0.0,0.0,11.0,1023.6,1.6,12.0,6.0
2022-12-18,14.2,19.6,8.4,55.3,4.9,0.0,0.0,15.2,1023.5,1.4,12.3,6.0
2022-12-19,13.0,18.9,7.2,51.5,2.9,0.0,0.0,15.5,1020.8,1.8,12.6,6.0
2022-12-20,12.1,17.8,7.6,56.7,3.4,0.0,0.0,8.0,1016.4,3.6,12.2,6.0
2022-12-21,11.8,16.9,8.0,71.9,6.7,0.0,0.0,16.4,1014.9,36.7,9.6,5.0
2022-12-22,10.8,15.3,7.7,77.1,6.8,3.281,100.0,15.3,1015.7,54.7,11.1,5.0
2022-12-23,9.4,12.7,7.0,76.7,5.5,0.434,100.0,13.4,1013.8,54.4,8.9,5.0
2022-12-24,9.9,14.5,5.1,82.9,7.0,0.434,100.0,15.9,1015.7,42.3,8.6,5.0
2022-12-25,10.4,14.2,7.5,84.0,7.7,0.0,0.0,14.3,1017.3,66.6,7.0,4.0
2022-12-26,8.8,10.5,6.5,90.3,7.3,12.665,100.0,24.5,1015.9,73.7,3.9,3.0
2022-12-27,9.1,13.2,5.1,75.3,4.8,4.162,100.0,47.5,1021.7,54.9,7.7,4.0
2022-12-28,9.4,13.0,5.2,82.4,6.4,0.0,0.0,10.4,1026.7,44.4,9.4,5.0
2022-12-29,8.2,13.5,4.2,82.9,5.3,0.0,0.0,25.8,1026.5,37.0,11.8,5.0
2022-12-30,8.9,13.6,4.2,68.3,3.1,0.0,0.0,35.3,1026.5,22.3,12.2,6.0
2022-12-31,9.9,14.0,6.0,67.2,4.0,0.0,0.0,22.9,1026.2,44.8,9.3,5.0
2023-01-01,10.0,12.3,7.7,72.2,5.2,0.0,0.0,22.9,1026.7,63.5,8.5,4.0
2023-01-02,9.2,11.6,6.9,66.6,3.2,0.217,0.0,28.6,1026.2,59.9,9.5,5.0
2023-01-03,10.2,13.7,7.6,63.2,3.3,4.341,100.0,23.7,1024.0,75.0,10.1,5.0
2023-01-04,8.8,12.3,6.4,73.9,4.3,2.509,100.0,13.3,1020.5,55.8,10.7,5.0
2023-01-05,9.9,14.2,6.7,80.0,6.4,0.0,0.0,20.5,1020.9,38.6,9.0,5.0
2023-01-06,10.1,12.7,7.2,84.9,7.6,0.0,0.0,15.9,1022.3,54.8,6.6,4.0
2023-01-07,10.8,13.8,8.8,86.6,8.6,1.418,100.0,16.7,1021.5,51.4,6.6,3.0
2023-01-08,10.3,15.4,6.2,76.9,6.1,0.869,100.0,11.3,1018.6,34.3,9.2,4.0
2023-01-09,9.1,12.1,6.2,76.8,5.2,0.543,100.0,10.6,1018.5,55.7,11.6,6.0
2023-01-10,9.0,13.9,4.9,72.1,4.1,0.0,0.0,9.3,1024.4,23.9,10.9,6.0
2023-01-11,9.2,14.4,4.7,64.4,2.4,0.0,0.0,17.9,1024.3,25.0,12.6,6.0
2023-01-12,8.6,13.1,4.7,60.5,1.2,0.0,0.0,34.6,1020.5,38.6,11.6,5.0
2023-01-13,8.3,13.0,4.9,71.7,3.3,6.037,100.0,11.7,1018.7,46.0,10.5,5.0
2023-01-14,8.2,10.2,5.2,73.8,3.7,0.137,0.0,15.3,1017.4,45.8,8.1,4.0
2023-01-15,9.1,13.7,5.2,77.4,5.1,7.18,100.0,9.0,1019.1,54.6,9.2,5.0
2023-01-16,9.3,14.4,5.4,75.0,4.9,1.006,100.0,11.5,1017.6,42.6,9.6,5.0
2023-01-17,9.9,15.1,6.0,79.9,6.4,0.271,100.0,13.7,1022.5,32.8,11.8,6.0
2023-01-18,10.5,16.9,5.3,70.4,4.8,0.0,0.0,7.3,1024.9,10.8,14.0,6.0
2023-01-19,11.3,17.3,5.8,54.5,1.8,0.0,0.0,20.3,1023.9,5.0,14.4,6.0
2023-01-20,12.5,18.4,7.7,45.4,0.7,0.0,0.0,21.9,1018.7,4.2,14.4,6.0
2023-01-21,12.4,19.3,7.0,53.1,2.8,0.0,0.0,8.3,1018.4,0.0,14.4,6.0
2023-01-22,12.7,19.4,7.5,61.5,5.2,0.0,0.0,11.1,1019.3,11.2,14.2,6.0
2023-01-23,12.6,17.9,8.5,62.5,5.3,0.0,0.0,10.2,1021.0,15.8,14.4,6.0
2023-01-24,11.8,17.4,7.7,61.2,4.3,0.0,0.0,12.6,1021.0,5.6,14.5,6.0
2023-01-25,11.4,17.3,5.9,62.1,4.0,0.0,0.0,10.6,1019.1,11.4,13.8,6.0
2023-01-26,11.1,16.8,5.3,56.1,2.0,0.0,0.0,15.6,1019.0,7.7,14.8,7.0
2023-01-27,13.0,19.3,7.4,47.2,1.3,0.0,0.0,22.5,1018.0,8.0,15.4,7.0
2023-01-28,14.3,20.5,8.6,47.1,2.7,0.0,0.0,19.5,1015.1,24.8,12.7,6.0
2023-01-29,12.0,16.1,8.3,66.3,5.5,0.0,0.0,15.1,1014.4,43.1,7.9,4.0
2023-01-30,10.8,15.4,6.6,71.9,5.6,0.0,0.0,24.0,1012.1,51.8,11.7,6.0
2023-01-31,7.6,9.1,6.0,86.3,5.4,18.179,100.0,37.0,1010.1,77.9,7.9,4.0
2023-02-01,7.2,10.4,3.5,87.1,5.1,22.724,100.0,38.6,1010.6,76.2,8.7,5.0
2023-02-02,6.8,10.0,2.2,79.4,3.5,21.584,100.0,41.4,1018.0,67.5,10.7,5.0
2023-02-03,7.3,9.9,5.3,90.0,5.7,3.274,100.0,14.3,1022.5,61.6,11.5,5.0
2023-02-04,6.9,10.5,4.8,91.5,5.6,13.17,100.0,23.9,1016.6,61.2,9.4,4.0
2023-02-05,8.5,11.1,6.3,83.8,5.8,3.273,100.0,22.3,1012.9,69.8,11.0,5.0
2023-02-06,7.2,9.0,4.6,74.0,2.8,6.791,100.0,54.2,1008.4,67.3,11.3,5.0
2023-02-07,4.6,6.8,2.3,87.6,2.7,41.284,100.0,56.3,1013.1,87.9,8.2,4.0
2023-02-08,3.9,6.6,2.1,84.3,1.4,16.847,100.0,29.5,1019.2,71.6,11.1,6.0
2023-02-09,5.3,8.8,2.2,75.2,1.1,2.067,100.0,13.5,1023.8,57.8,11.1,6.0
2023-02-10,6.1,11.5,2.5,70.2,0.8,0.137,0.0,19.1,1022.2,27.0,14.2,6.0
2023-02-11,5.9,10.4,1.0,63.1,-1.0,0.0,0.0,20.2,1018.8,19.9,15.5,7.0
2023-02-12,6.9,11.0,2.3,66.6,0.9,0.0,0.0,14.0,1019.9,34.2,15.0,7.0
2023-02-13,6.6,11.3,1.6,69.7,1.1,0.0,0.0,12.0,1022.4,39.3,15.5,7.0
2023-02-14,7.6,12.8,2.9,62.3,0.5,0.0,0.0,13.5,1018.7,27.7,14.4,7.0
2023-02-15,6.9,10.9,3.8,67.2,1.0,0.0,0.0,18.0,1018.1,38.5,14.9,6.0
2023-02-16,6.6,10.9,2.5,69.6,1.1,0.0,0.0,8.0,1024.1,61.5,12.8,6.0
2023-02-17,8.4,14.9,2.6,61.4,0.7,0.0,0.0,8.6,1027.4,19.8,17.9,8.0
2023-02-18,9.9,16.9,3.3,53.9,0.1,0.0,0.0,9.1,1026.9,1.6,18.3,8.0
2023-02-19,11.0,18.9,4.1,47.6,-0.6,0.0,0.0,11.1,1025.4,0.0,18.8,8.0
2023-02-20,12.2,19.8,5.8,42.2,-0.9,0.0,0.0,19.9,1021.1,1.1,18.5,8.0
2023-02-21,10.4,14.8,6.0,69.6,4.8,0.0,0.0,18.8,1019.8,33.5,15.9,7.0
2023-02-22,11.6,19.0,5.3,66.5,4.8,0.0,0.0,14.1,1017.1,5.9,18.6,8.0
2023-02-23,10.5,14.8,6.3,71.5,5.4,0.0,0.0,20.5,1015.7,34.5,12.2,5.0
2023-02-24,10.8,16.1,6.3,73.2,5.9,0.0,0.0,15.0,1016.6,39.0,12.2,5.0
2023-02-25,11.6,17.5,7.0,72.6,6.5,0.0,0.0,13.4,1017.9,22.8,17.1,7.0
2023-02-26,13.8,21.0,7.8,60.4,5.4,0.0,0.0,12.4,1020.3,7.3,18.8,8.0
2023-02-27,16.3,23.1,10.0,42.1,2.2,0.0,0.0,20.6,1023.8,6.0,19.4,8.0
2023-02-28,17.5,23.5,12.1,32.0,0.1,0.0,0.0,18.2,1023.3,1.3,20.0,8.0
2023-03-01,18.2,24.9,11.9,30.3,0.1,0.0,0.0,13.4,1018.8,0.0,19.9,8.0
2023-03-02,18.3,26.2,11.6,36.0,2.1,0.0,0.0,13.8,1015.9,3.1,20.3,8.0
2023-03-03,17.4,23.3,13.8,38.7,2.9,0.0,0.0,28.2,1016.2,25.3,20.1,8.0
2023-03-04,15.1,21.1,7.7,45.6,2.8,0.0,0.0,11.2,1019.5,8.2,19.4,8.0
2023-03-05,19.1,27.9,10.8,33.5,1.2,0.0,0.0,18.4,1015.2,21.6,20.1,8.0
2023-03-06,14.9,21.0,10.0,56.2,5.7,0.0,0.0,27.4,1015.8,37.5,15.2,6.0
2023-03-07,12.3,17.3,8.1,63.0,4.7,0.046,0.0,17.1,1017.5,40.2,17.3,7.0
2023-03-08,12.0,16.6,9.0,62.2,4.9,0.0,0.0,27.2,1014.3,44.8,16.0,7.0
2023-03-09,11.3,16.4,7.4,70.2,5.8,0.0,0.0,16.5,1017.5,39.3,17.3,7.0
2023-03-10,13.3,20.9,7.0,56.4,3.9,0.0,0.0,10.8,1018.9,9.7,21.2,9.0
2023-03-11,16.4,24.4,9.2,37.9,0.7,0.0,0.0,18.7,1015.6,9.0,21.7,9.0
2023-03-12,17.1,24.4,11.0,34.6,0.6,0.0,0.0,16.1,1011.1,18.0,21.6,9.0
2023-03-13,16.3,21.1,11.3,48.0,5.1,0.0,0.0,23.6,1010.5,20.3,19.4,8.0
2023-03-14,11.7,14.3,8.8,84.1,9.0,9.679,100.0,19.8,1010.6,64.4,5.5,3.0
2023-03-15,10.1,12.5,8.4,88.7,8.3,12.485,100.0,25.6,1011.4,66.1,13.4,7.0
2023-03-16,11.9,17.4,7.6,71.1,6.2,1.601,100.0,15.7,1014.7,38.3,19.8,8.0
2023-03-17,13.9,20.9,7.9,57.9,4.8,0.0,0.0,15.9,1013.8,11.3,21.7,9.0
2023-03-18,13.0,19.9,9.0,64.6,6.1,0.0,0.0,28.5,1011.2,33.2,18.9,8.0
2023-03-19,10.0,13.1,7.3,86.0,7.7,9.985,100.0,25.9,1011.3,70.1,14.3,6.0
2023-03-20,8.8,11.1,6.5,92.1,7.5,18.456,100.0,22.3,1011.2,79.2,10.4,6.0
2023-03-21,10.8,15.1,7.4,81.6,7.7,4.208,100.0,21.5,1013.2,62.3,15.3,6.0
2023-03-22,12.0,17.0,8.2,75.3,7.5,0.366,100.0,19.0,1014.6,48.2,19.7,8.0
2023-03-23,14.0,20.5,9.2,62.9,6.6,0.0,0.0,8.2,1014.5,35.2,10.9,4.0
2023-03-24,17.6,23.9,12.4,49.8,6.4,0.091,0.0,8.5,1011.6,45.9,20.9,8.0
2023-03-25,16.2,20.4,12.8,63.7,9.1,1.595,100.0,18.0,1007.1,53.6,15.7,6.0
2023-03-26,14.4,18.2,11.2,71.9,9.1,0.372,100.0,29.5,1010.2,59.0,17.3,7.0
2023-03-27,12.9,18.4,9.2,72.0,7.6,0.0,0.0,17.4,1014.7,45.4,18.3,7.0
2023-03-28,14.1,20.0,8.5,65.5,7.2,0.0,0.0,19.7,1017.4,19.0,23.0,9.0
2023-03-29,13.3,17.2,9.0,57.3,4.8,0.0,0.0,31.7,1017.0,31.0,20.8,8.0
2023-03-30,8.9,12.2,5.6,70.3,3.7,0.046,0.0,27.7,1017.5,70.5,13.6,5.0
2023-03-31,8.5,12.5,4.9,53.0,-1.0,0.137,0.0,37.7,1018.2,48.5,21.6,8.0
2023-04-01,10.3,16.4,4.5,66.1,3.8,0.0,0.0,16.4,1020.0,31.7,23.0,9.0
2023-04-02,13.4,20.7,6.7,64.4,6.0,0.0,0.0,12.3,1018.9,10.7,24.7,9.0
2023-04-03,18.1,25.9,9.1,39.4,2.3,0.0,0.0,18.4,1015.8,1.3,25.2,9.0
2023-04-04,20.8,28.2,14.1,23.5,-1.2,0.0,0.0,19.3,1013.5,0.0,25.7,10.0
2023-04-05,15.1,19.1,11.0,46.8,3.5,0.0,0.0,24.7,1016.0,21.9,24.6,9.0
2023-04-06,13.6,18.7,8.7,62.1,6.2,0.0,0.0,37.1,1017.3,24.0,22.6,9.0
2023-04-07,18.0,26.0,9.1,40.3,2.8,0.0,0.0,29.5,1016.0,8.0,25.0,9.0
2023-04-08,19.6,26.0,12.9,34.5,3.0,0.0,0.0,12.4,1016.9,25.3,23.9,9.0
2023-04-09,24.3,31.3,18.7,25.3,2.7,0.0,0.0,16.3,1014.0,31.0,21.6,9.0
2023-04-10,22.1,29.1,15.6,40.5,6.9,2.713,100.0,28.6,1009.2,48.6,21.7,9.0
2023-04-11,14.0,15.6,8.5,81.9,10.9,0.737,100.0,33.5,1007.8,69.4,12.9,5.0
2023-04-12,8.4,10.0,6.6,86.6,6.2,7.536,100.0,31.3,1008.6,59.8,13.5,6.0
2023-04-13,9.3,12.8,6.6,88.5,7.4,36.203,100.0,25.9,1014.6,65.5,14.7,6.0
2023-04-14,13.0,20.9,6.5,68.8,6.6,5.843,100.0,11.2,1020.4,28.4,25.5,10.0
2023-04-15,18.1,25.9,10.9,44.2,5.0,0.0,0.0,16.7,1017.1,14.8,24.1,9.0
2023-04-16,20.4,26.9,14.4,43.9,7.4,0.0,0.0,14.8,1013.9,6.7,26.0,10.0
2023-04-17,22.3,29.3,14.7,47.0,10.1,0.0,0.0,15.1,1012.7,23.3,25.2,9.0
2023-04-18,23.6,29.1,17.6,38.2,8.3,0.0,0.0,14.8,1014.4,26.7,24.9,9.0
2023-04-19,22.7,30.9,15.3,41.3,7.4,0.0,0.0,19.6,1014.0,18.9,25.3,10.0
2023-04-20,18.0,21.3,10.4,53.4,8.1,0.0,0.0,21.3,1010.8,36.2,25.2,9.0
2023-04-21,14.4,20.9,9.6,63.5,7.0,0.0,0.0,19.4,1011.9,38.9,25.7,9.0
2023-04-22,16.8,24.6,9.4,52.9,5.9,0.0,0.0,16.5,1011.4,15.9,26.8,10.0
2023-04-23,18.0,24.5,11.6,46.3,5.9,0.0,0.0,14.5,1011.7,28.6,24.8,9.0
2023-04-24,17.3,23.0,11.8,42.0,4.0,0.0,0.0,24.1,1014.0,13.1,27.2,10.0
2023-04-25,16.0,22.8,8.9,47.7,4.5,0.0,0.0,16.4,1014.7,14.0,26.9,10.0
2023-04-26,16.9,23.4,9.1,44.6,4.0,0.0,0.0,16.7,1013.9,16.1,27.3,10.0
2023-04-27,18.6,24.7,11.9,35.2,2.4,0.0,0.0,19.5,1011.7,12.3,27.7,10.0
2023-04-28,16.4,20.7,11.3,52.4,6.5,0.0,0.0,31.7,1011.0,45.1,22.8,8.0
2023-04-29,12.6,16.3,9.9,71.5,7.5,1.235,100.0,28.6,1011.4,53.3,19.0,8.0
2023-04-30,12.8,18.8,8.5,66.2,6.3,5.946,100.0,22.3,1014.2,48.7,18.0,7.0
2023-05-01,14.4,21.9,7.3,63.3,6.7,0.0,0.0,19.4,1016.5,20.6,27.1,10.0
2023-05-02,17.8,24.9,10.1,51.4,6.3,0.0,0.0,17.0,1017.6,6.9,27.6,10.0
2023-05-03,20.5,27.5,12.5,38.8,4.8,0.0,0.0,15.5,1018.9,2.9,28.0,10.0
2023-05-04,24.0,31.2,17.8,22.6,-0.1,0.0,0.0,21.0,1017.3,4.9,28.4,10.0
2023-05-05,25.6,33.9,18.9,20.5,0.7,0.0,0.0,23.3,1011.5,23.4,27.0,10.0
2023-05-06,19.1,23.2,15.1,46.8,7.2,0.0,0.0,23.1,1011.9,26.2,25.5,9.0
2023-05-07,17.5,21.9,14.0,57.4,8.8,0.0,0.0,25.1,1014.2,37.8,20.6,7.0
2023-05-08,16.5,22.4,11.6,67.9,10.2,0.274,100.0,22.3,1014.6,38.3,20.3,7.0
2023-05-09,18.1,25.0,11.3,59.1,9.2,0.0,0.0,16.6,1014.0,19.8,27.0,10.0
2023-05-10,21.9,30.9,12.3,42.2,6.1,0.0,0.0,13.1,1013.0,5.1,28.1,10.0
2023-05-11,25.7,33.8,16.6,28.0,4.7,0.0,0.0,21.0,1010.9,7.3,27.1,10.0
2023-05-12,23.6,28.8,17.5,34.4,6.7,0.0,0.0,33.1,1011.9,13.5,27.1,10.0
2023-05-13,18.1,23.1,13.4,61.0,10.2,0.0,0.0,23.9,1017.8,26.2,25.3,9.0
2023-05-14,20.1,28.2,12.5,50.9,9.1,0.0,0.0,20.0,1017.6,16.4,27.8,10.0
2023-05-15,23.5,32.5,14.6,37.4,6.9,0.0,0.0,13.2,1013.1,7.3,28.5,10.0
2023-05-16,26.7,34.3,18.5,21.3,0.9,0.0,0.0,19.7,1011.5,5.0,29.1,10.0
2023-05-17,27.6,34.9,21.6,20.2,2.1,0.0,0.0,21.5,1009.7,10.0,28.5,10.0
2023-05-18,21.3,26.6,14.7,43.7,7.8,0.0,0.0,23.3,1012.1,27.0,27.3,10.0
2023-05-19,16.8,22.5,12.6,64.0,9.5,0.0,0.0,23.8,1012.9,46.9,25.8,10.0
2023-05-20,17.1,23.4,12.1,63.7,9.7,0.0,0.0,22.3,1011.9,46.9,18.8,7.0
2023-05-21,18.7,24.9,12.6,54.2,8.3,0.0,0.0,17.0,1011.5,29.1,26.0,10.0
2023-05-22,23.8,30.3,18.5,33.5,5.8,0.0,0.0,27.0,1009.5,19.1,29.3,10.0
2023-05-23,21.3,27.1,15.7,42.5,7.1,0.0,0.0,25.8,1013.5,20.1,28.9,10.0
2023-05-24,23.5,31.4,15.5,29.4,3.3,0.0,0.0,15.3,1013.1,13.0,28.2,10.0
2023-05-25,22.8,28.3,17.5,35.5,6.4,0.0,0.0,26.2,1013.1,11.8,28.4,10.0
