date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,precipitation_sum,cloud_cover_mean,relative_humidity_2m_mean,wind_gusts_10m_max,wind_speed_10m_mean,pressure_msl_mean,month,day_month,day_name
2025-09-25,31.6,26.172915,20.25,0.0,4.7083335,52.482265,38.88,7.189621,1012.44995,9,25,Thursday
2025-09-26,33.65,27.28125,21.0,0.0,3.0833333,49.626785,48.239998,6.1091757,1012.4041,9,26,Friday
2025-09-27,34.85,27.737497,21.4,0.0,10.125,54.716366,52.199997,7.8273664,1013.14166,9,27,Saturday
2025-09-28,34.75,27.525002,21.25,0.0,2.1666667,55.92055,51.839996,9.155404,1013.8,9,28,Sunday
2025-09-29,35.2,27.975,21.25,0.0,0.41666666,51.147396,35.28,9.3908615,1014.51245,9,29,Monday
2025-09-30,35.95,28.127085,21.55,0.0,3.625,54.17336,47.88,10.119544,1014.5125,9,30,Tuesday
2025-10-01,34.1,27.470839,21.1,0.0,0.0,47.83783,32.039997,8.082149,1013.1416,10,1,Wednesday
2025-10-02,36.65,29.710419,21.8,0.0,0.0,37.43825,29.16,6.423375,1009.55835,10,2,Thursday
2025-10-03,33.8,28.008333,22.3,0.0,0.5416667,44.59219,35.28,8.335142,1011.2334,10,3,Friday
2025-10-04,34.15,28.214584,22.65,0.0,1.0,45.746754,46.8,7.469678,1015.7917,10,4,Saturday
2025-10-05,31.85,26.277082,21.95,0.0,20.0,55.961803,42.839996,11.234563,1016.7542,10,5,Sunday
2025-10-06,31.4,25.802084,19.65,0.0,9.458333,45.872684,29.88,7.2361646,1014.9207,10,6,Monday
2025-10-07,32.2,26.88542,20.2,0.0,0.0,39.681324,29.88,5.346889,1012.2585,10,7,Tuesday
2025-10-08,33.4,26.970839,20.8,0.0,8.125,44.61646,38.88,8.002503,1013.07916,10,8,Wednesday
2025-10-09,29.3,24.837503,20.05,0.0,1.2916666,47.16298,31.319998,8.126305,1018.06244,10,9,Thursday
2025-10-10,29.55,24.114584,19.2,0.0,22.5,51.945995,38.16,10.255619,1018.95416,10,10,Friday
2025-10-11,29.7,23.881248,18.35,0.0,20.375,52.46455,42.839996,10.079499,1015.70416,10,11,Saturday
2025-10-12,29.85,23.670832,18.6,0.0,26.166666,53.308453,39.239998,9.608024,1014.5168,10,12,Sunday
2025-10-13,29.65,23.65,17.4,0.0,0.625,50.422073,41.039997,7.9152484,1015.5083,10,13,Monday
2025-10-14,29.85,23.889585,18.25,0.0,3.5416667,53.467716,40.32,8.711401,1016.25,10,14,Tuesday
2025-10-15,28.95,23.96875,19.9,0.0,11.5,51.965343,30.599998,8.974119,1015.79175,10,15,Wednesday
2025-10-16,29.4,23.547918,17.5,0.0,0.25,52.64497,32.760002,9.15185,1015.84155,10,16,Thursday
2025-10-17,30.05,23.714582,17.85,0.0,0.0,54.749187,37.8,9.613762,1018.3542,10,17,Friday
2025-10-18,30.3,23.829168,17.45,0.0,0.0,54.30747,34.56,9.055937,1019.77075,10,18,Saturday
2025-10-19,31.15,24.433334,17.55,0.0,0.0,57.703487,32.399998,9.645955,1018.2249,10,19,Sunday
2025-10-20,33.1,25.868752,18.85,0.0,0.0,53.6787,34.92,10.545694,1015.1291,10,20,Monday
2025-10-21,33.1,26.135416,20.15,0.0,0.0,53.145695,40.32,12.410822,1013.4333,10,21,Tuesday
2025-10-22,34.1,27.254164,21.55,0.0,0.0,48.593876,34.92,11.417305,1013.9123,10,22,Wednesday
2025-10-23,33.45,26.320833,19.95,0.0,6.2916665,58.79663,34.2,7.0624275,1013.8376,10,23,Thursday
2025-10-24,32.3,25.82708,19.35,0.0,11.041667,56.944443,21.96,5.45151,1015.4917,10,24,Friday
2025-10-25,33.35,26.487497,19.6,0.0,0.083333336,51.636585,38.519997,6.2074094,1015.18335,10,25,Saturday
2025-10-26,30.8,25.199997,20.8,0.0,14.375,63.610092,40.68,7.5007143,1015.86255,10,26,Sunday
2025-10-27,30.3,24.918753,19.7,0.0,6.0416665,61.227734,25.919998,6.294744,1015.08325,10,27,Monday
2025-10-28,31.5,25.158333,19.25,0.0,0.0,57.721333,30.599998,7.387645,1014.54175,10,28,Tuesday
2025-10-29,31.3,24.724998,18.25,0.0,2.125,61.20625,28.8,8.85806,1016.42926,10,29,Wednesday
2025-10-30,30.3,24.608332,19.9,0.0,34.416668,63.005493,33.839996,10.084674,1016.35834,10,30,Thursday
2025-10-31,31.05,24.9125,19.85,0.0,8.833333,63.516758,38.88,11.511165,1016.37915,10,31,Friday
2025-11-01,31.7,25.222918,20.55,0.0,84.333336,63.52852,37.44,11.669645,1016.30005,11,1,Saturday
2025-11-02,30.7,25.035416,20.35,0.3,90.208336,64.490616,29.519999,8.370027,1015.8335,11,2,Sunday
2025-11-03,28.5,24.737501,20.9,2.6999998,68.583336,58.93497,44.639996,14.771185,1016.39594,11,3,Monday
2025-11-04,33.85,26.900002,21.2,0.0,21.875,36.606426,35.28,5.347277,1014.21246,11,4,Tuesday
2025-11-05,30.75,24.527082,19.35,0.0,17.291666,67.9774,23.4,6.540843,1012.9666,11,5,Wednesday
2025-11-06,27.85,23.314583,19.5,0.0,8.25,63.159374,28.08,5.6899443,1013.37494,11,6,Thursday
2025-11-07,28.75,23.345835,17.65,0.0,0.0,48.253265,23.039999,5.309248,1015.38745,11,7,Friday
2025-11-08,29.1,23.63125,17.85,0.0,8.0,54.690857,33.839996,8.346998,1017.57916,11,8,Saturday
2025-11-09,29.7,24.181252,19.35,0.0,8.0,64.240814,42.839996,11.424194,1017.7834,11,9,Sunday
2025-11-10,30.15,24.15,19.35,0.0,37.041668,67.62101,38.16,7.799685,1016.65424,11,10,Monday
2025-11-11,28.2,23.64583,19.15,0.0,21.375,52.14224,29.16,7.597546,1016.77924,11,11,Tuesday
2025-11-12,26.75,21.870834,16.2,0.0,41.791668,56.179882,23.759998,5.0039015,1016.9041,11,12,Wednesday
2025-11-13,25.7,20.814583,16.5,0.2,10.5,62.412952,33.12,7.5406113,1017.15424,11,13,Thursday
2025-11-14,25.3,20.59792,16.3,0.0,10.458333,56.787586,38.519997,10.006173,1017.0083,11,14,Friday
2025-11-15,25.3,20.795835,16.05,0.0,29.375,53.709743,37.44,9.040555,1017.1667,11,15,Saturday
2025-11-16,25.95,21.277082,16.75,0.0,46.083332,55.450413,24.84,6.074904,1019.8208,11,16,Sunday
2025-11-17,26.05,21.354166,17.2,0.0,13.791667,48.398647,24.84,5.6861014,1022.08344,11,17,Monday
2025-11-18,27.1,20.879168,14.3,0.0,0.75,58.950924,30.960001,7.1310077,1019.9082,11,18,Tuesday
2025-11-19,29.45,22.270834,15.35,0.0,0.0,58.63257,25.56,6.912058,1017.0208,11,19,Wednesday
2025-11-20,30.0,21.902084,15.6,0.0,16.625,60.71213,17.64,3.2098224,1017.5667,11,20,Thursday
2025-11-21,32.75,24.1875,15.8,0.0,1.4166666,49.584473,15.119999,2.9426267,1017.82495,11,21,Friday
2025-11-22,34.25,25.556252,17.75,0.0,29.75,33.14549,16.919998,1.9343681,1017.35834,11,22,Saturday
2025-11-23,33.3,24.599998,17.6,0.0,36.958332,34.32408,21.599998,4.1276555,1014.9834,11,23,Sunday
2025-11-24,27.55,22.0625,18.2,0.70000005,38.458332,71.22979,39.6,11.261052,1016.8542,11,24,Monday
2025-11-25,24.6,20.393751,15.75,0.0,23.875,53.603653,29.16,6.6134825,1019.49164,11,25,Tuesday
2025-11-26,24.1,19.493752,14.35,0.0,0.5,54.257328,30.599998,6.6154947,1019.04156,11,26,Wednesday
2025-11-27,25.55,19.983332,14.15,0.0,12.208333,56.911343,27.72,6.38139,1016.76666,11,27,Thursday
2025-11-28,26.05,19.922916,14.2,0.0,91.166664,51.557083,15.119999,2.6199045,1016.7375,11,28,Friday
2025-11-29,25.4,19.675001,13.7,0.0,98.416664,50.06456,22.68,5.717711,1015.42096,11,29,Saturday
2025-11-30,22.0,17.81875,13.7,0.0,19.791666,44.435577,29.519999,6.9374304,1018.8542,11,30,Sunday
2025-12-01,24.5,18.84375,12.95,0.0,15.458333,60.251404,27.0,5.992549,1019.83344,12,1,Monday
2025-12-02,24.6,19.139585,13.25,0.0,19.25,60.9995,31.319998,7.435586,1019.2585,12,2,Tuesday
2025-12-03,24.4,19.468748,14.1,0.0,34.875,59.163662,34.2,7.381917,1017.80005,12,3,Wednesday
2025-12-04,26.85,21.022919,14.5,0.0,29.208334,51.191456,19.8,4.745003,1014.46674,12,4,Thursday
2025-12-05,26.35,20.508333,15.4,0.0,20.291666,37.986515,34.2,8.045118,1012.37915,12,5,Friday
2025-12-06,23.1,17.870834,13.3,0.0,10.916667,43.105347,37.079998,7.9783964,1012.45,12,6,Saturday
2025-12-07,20.6,16.199999,11.2,0.0,0.20833333,41.63503,42.48,10.300735,1014.43335,12,7,Sunday
2025-12-08,20.05,15.612499,11.4,0.6,38.75,57.30212,42.48,11.198971,1015.53326,12,8,Monday
2025-12-09,21.1,16.4625,12.05,0.0,36.041668,64.590454,41.039997,9.652422,1014.9084,12,9,Tuesday
2025-12-10,21.15,16.925001,12.65,0.0,11.833333,62.98172,43.199997,8.683845,1017.68335,12,10,Wednesday
2025-12-11,21.4,16.966665,12.8,0.0,29.583334,60.622837,36.0,8.641067,1017.8208,12,11,Thursday
2025-12-12,21.55,17.4,13.0,0.0,36.75,57.586864,31.319998,7.423564,1017.92096,12,12,Friday
2025-12-13,22.9,18.047918,11.55,0.0,57.583332,60.55389,24.84,5.598672,1019.23334,12,13,Saturday
2025-12-14,22.45,18.454168,14.6,0.0,45.125,60.64278,26.64,6.0002127,1019.1958,12,14,Sunday
2025-12-15,21.95,16.920834,12.85,0.2,29.833334,64.45454,39.96,8.985282,1018.3457,12,15,Monday
2025-12-16,22.0,17.254168,13.6,0.0,48.75,55.22568,34.92,7.870536,1018.33746,12,16,Tuesday
2025-12-17,20.9,16.610416,12.45,0.1,33.916668,53.11269,42.48,9.135518,1021.02496,12,17,Wednesday
2025-12-18,20.85,15.41875,9.35,0.0,0.33333334,54.659534,33.12,5.575893,1027.15,12,18,Thursday
2025-12-19,21.25,15.849998,9.65,0.0,39.916668,56.64221,26.64,5.3725305,1024.8959,12,19,Friday
2025-12-20,23.35,16.837502,11.25,0.0,30.916666,55.238583,15.119999,2.8007376,1017.51245,12,20,Saturday
2025-12-21,22.7,16.645834,11.7,0.0,33.083332,44.917416,40.68,8.954569,1013.33344,12,21,Sunday
2025-12-22,21.9,15.96875,10.6,0.0,30.791666,42.54586,33.12,9.192108,1014.49994,12,22,Monday
2025-12-23,21.35,15.445834,10.15,0.0,2.25,46.54271,24.48,5.6591496,1017.53754,12,23,Tuesday
2025-12-24,22.4,16.727083,10.3,0.0,33.458332,53.50331,24.84,4.8972936,1018.9084,12,24,Wednesday
2025-12-25,23.25,17.304167,11.45,0.0,14.0,68.54756,28.8,7.4219193,1018.1418,12,25,Thursday
2025-12-26,22.6,16.61875,10.7,0.0,32.5,63.503567,28.8,6.0247355,1017.5125,12,26,Friday
2025-12-27,21.3,16.277082,11.1,0.0,12.125,65.06367,38.88,7.9974184,1014.61255,12,27,Saturday
2025-12-28,20.35,15.785417,12.15,0.0,11.291667,61.385864,40.32,8.650654,1014.12915,12,28,Sunday
2025-12-29,21.6,16.302084,11.75,0.0,17.666666,62.375057,47.519997,9.8654375,1017.5959,12,29,Monday
2025-12-30,21.3,17.058334,14.15,0.0,71.375,56.25768,25.199999,7.3740582,1019.5625,12,30,Tuesday
2025-12-31,21.25,15.927083,10.5,0.0,40.541668,48.28941,44.28,11.09732,1014.12933,12,31,Wednesday
