date,temp_mean,temp_max,temp_min,precipitation,humidity,wind_speed,cloud_cover
2023-10-30,25.02,31.74,20.34,20.43,71.69,1.83,16.97
2023-10-31,24.02,30.03,19.73,11.63,74.02,2.14,36.93
2023-11-01,23.71,30.04,18.69,2.21,72.76,2.15,11.57
2023-11-02,22.83,29.56,18.34,2.1,69.82,2.27,11.35
2023-11-03,22.86,31.5,17.44,0.0,63.09,2.06,15.3
2023-11-04,23.23,31.87,16.54,0.0,52.77,1.87,1.97
2023-11-05,22.74,31.66,16.38,0.0,60.15,2.0,20.0
2023-11-06,22.6,31.79,15.68,0.0,59.33,1.66,13.21
2023-11-07,21.92,30.28,15.64,0.0,66.32,2.35,21.35
2023-11-08,21.69,29.01,16.19,0.0,75.13,2.42,13.42
2023-11-09,21.63,28.99,16.31,0.0,74.49,2.75,33.26
2023-11-10,21.35,28.11,16.83,0.0,73.46,3.04,59.29
2023-11-11,21.5,26.28,17.66,0.1,76.6,2.15,88.76
2023-11-12,23.0,29.04,18.57,0.33,70.73,1.36,75.2
2023-11-13,23.15,30.29,17.88,0.07,71.26,1.9,27.86
2023-11-14,20.88,26.27,16.78,0.05,71.42,3.49,21.93
2023-11-15,20.63,26.15,15.55,0.04,66.72,2.53,23.81
2023-11-16,20.03,26.18,15.15,0.02,72.08,1.36,5.57
2023-11-17,21.04,27.13,16.52,0.05,74.93,1.31,13.71
2023-11-18,20.35,26.76,16.51,0.0,67.48,2.23,19.08
2023-11-19,18.29,22.84,14.77,0.32,61.22,5.03,45.54
2023-11-20,16.95,21.89,13.76,0.04,62.39,2.77,41.86
2023-11-21,17.55,23.63,13.67,0.0,64.86,1.29,11.65
2023-11-22,16.53,24.31,12.61,0.17,70.08,1.95,48.32
2023-11-23,17.61,24.64,11.73,0.0,51.22,1.59,2.25
2023-11-24,17.48,24.91,11.75,0.0,49.44,1.88,19.44
2023-11-25,18.18,25.51,13.52,0.0,41.09,4.11,73.95
2023-11-26,16.29,23.01,11.05,0.0,53.65,4.31,6.38
2023-11-27,15.67,21.3,11.22,0.0,60.26,3.12,38.65
2023-11-28,15.09,20.64,10.05,0.0,59.84,1.78,52.36
2023-11-29,15.83,23.71,9.75,0.0,64.96,2.08,20.69
2023-11-30,16.93,24.69,10.95,0.01,75.14,1.97,13.15
2023-12-01,18.25,26.88,12.17,0.02,77.25,2.99,13.37
2023-12-02,17.62,24.61,13.63,0.0,78.32,3.95,18.47
2023-12-03,18.77,26.99,13.61,0.0,70.99,2.39,78.4
2023-12-04,18.48,25.71,14.07,0.0,63.84,1.53,40.81
2023-12-05,17.75,23.84,13.8,0.0,75.0,1.32,24.57
2023-12-06,16.18,22.69,11.67,0.0,68.44,1.89,7.38
2023-12-07,15.54,21.4,10.95,0.0,56.74,1.35,53.05
2023-12-08,14.77,20.27,11.69,0.0,60.54,1.95,72.33
2023-12-09,14.58,21.24,9.01,0.0,61.76,2.56,42.07
2023-12-10,15.84,23.33,9.33,0.0,54.68,1.68,46.46
2023-12-11,15.92,23.52,10.35,0.0,46.06,1.91,32.9
2023-12-12,14.16,21.6,8.09,0.74,66.78,2.1,9.31
2023-12-13,15.65,20.19,12.62,14.47,84.6,2.29,54.14
2023-12-14,17.1,22.42,12.57,1.6,74.31,0.75,23.26
2023-12-15,17.97,25.29,12.11,0.0,63.28,1.02,5.17
2023-12-16,17.22,24.84,11.53,0.0,59.23,2.07,15.54
2023-12-17,16.89,23.97,11.68,0.0,76.97,2.66,55.46
2023-12-18,17.93,23.43,13.74,0.0,77.0,3.46,30.64
2023-12-19,16.04,22.3,11.54,0.0,77.94,3.17,17.49
2023-12-20,14.51,19.38,10.46,0.0,83.22,1.55,95.53
2023-12-21,13.73,19.58,10.34,0.0,77.23,3.8,63.34
2023-12-22,13.45,20.0,8.04,0.0,63.26,4.28,4.91
2023-12-23,14.79,20.73,9.69,0.02,71.8,4.06,25.18
2023-12-24,16.3,21.74,12.25,0.17,70.47,2.26,58.23
2023-12-25,16.17,22.16,12.25,0.12,77.86,1.47,19.0
2023-12-26,15.73,22.09,10.62,0.02,81.04,2.84,11.52
2023-12-27,15.97,21.62,11.83,1.04,79.66,3.07,27.33
2023-12-28,16.3,21.23,12.97,5.97,83.54,3.33,46.58
2023-12-29,16.42,21.91,12.7,0.79,81.05,3.17,14.25
2023-12-30,16.1,22.57,10.42,0.5,78.26,2.28,35.91
2023-12-31,15.29,20.71,11.36,0.61,81.21,2.07,14.41
