date,temp_max,temp_min,temp_mean,precipitation,humidity
2024-05-28,33.62,18.26,25.66,0.0,45.18
2024-05-29,32.39,17.31,24.96,0.0,45.83
2024-05-30,32.5,17.43,25.16,0.0,41.78
2024-05-31,36.45,18.1,27.75,0.0,34.88
2024-06-01,39.07,21.56,30.5,0.0,23.79
2024-06-02,39.09,21.67,29.89,0.0,26.67
2024-06-03,39.19,18.36,28.92,0.0,35.92
2024-06-04,41.01,19.07,30.07,0.0,37.23
2024-06-05,42.33,19.85,31.25,0.0,35.84
2024-06-06,43.66,21.51,32.85,0.0,34.77
2024-06-07,44.09,23.22,33.93,0.0,33.73
2024-06-08,40.87,23.38,31.16,0.0,41.33
2024-06-09,37.54,20.29,28.86,0.0,44.24
2024-06-10,38.7,20.73,29.84,0.0,45.31
2024-06-11,38.93,21.22,30.23,0.0,36.17
2024-06-12,40.5,20.15,30.81,0.0,33.5
2024-06-13,43.26,21.91,32.61,0.0,34.58
2024-06-14,45.49,23.3,34.73,0.0,29.38
2024-06-15,45.27,24.71,34.82,0.0,35.0
2024-06-16,41.24,23.3,31.85,0.0,37.92
2024-06-17,37.9,21.59,29.77,0.0,41.82
2024-06-18,39.28,22.05,29.98,0.0,45.17
2024-06-19,39.89,20.58,30.07,0.0,42.26
2024-06-20,39.32,21.35,30.53,0.02,38.9
2024-06-21,39.74,23.97,31.65,0.01,36.69
2024-06-22,39.66,23.72,31.75,0.0,33.64
2024-06-23,41.16,22.98,32.16,0.0,35.76
2024-06-24,40.99,22.76,32.31,0.0,31.67
2024-06-25,40.06,23.66,31.91,0.0,32.54
2024-06-26,39.87,21.91,30.47,0.0,44.43
2024-06-27,42.28,21.24,31.53,0.0,43.59
2024-06-28,41.35,21.68,31.09,0.0,43.38
2024-06-29,38.19,23.34,29.95,0.0,49.22
2024-06-30,37.5,22.57,30.03,0.0,45.89
2024-07-01,39.27,23.97,30.86,0.0,45.76
2024-07-02,38.52,21.22,29.94,0.0,43.01
2024-07-03,39.36,23.0,31.16,0.0,26.52
2024-07-04,42.42,23.74,33.35,0.0,28.08
2024-07-05,39.27,24.54,31.48,0.0,40.78
2024-07-06,36.77,24.14,29.89,0.0,46.85
2024-07-07,38.94,23.1,30.53,0.0,47.32
2024-07-08,39.23,22.82,31.26,0.0,47.1
2024-07-09,40.64,23.72,32.45,0.0,43.48
2024-07-10,40.88,25.06,33.3,0.0,37.48
2024-07-11,41.61,26.33,34.1,0.0,39.05
2024-07-12,43.58,26.61,34.97,0.0,33.19
2024-07-13,40.22,25.74,32.63,0.0,35.44
2024-07-14,38.25,23.76,31.04,0.0,40.54
2024-07-15,39.1,23.19,31.13,0.0,46.36
2024-07-16,39.0,22.7,30.85,0.0,42.0
2024-07-17,39.67,23.05,31.3,0.0,42.67
2024-07-18,39.51,22.79,31.03,0.0,40.49
2024-07-19,40.09,22.73,31.56,0.0,41.64
2024-07-20,41.09,24.26,33.0,0.0,36.25
2024-07-21,41.75,25.31,33.57,0.0,39.23
2024-07-22,41.32,24.53,33.16,0.0,40.48
2024-07-23,40.75,25.03,32.41,0.0,37.22
2024-07-24,40.49,22.72,31.59,0.0,43.97
2024-07-25,42.63,25.21,33.82,0.0,34.1
2024-07-26,38.93,25.72,31.39,0.0,45.84
2024-07-27,38.56,23.31,30.53,0.0,45.99
2024-07-28,39.93,23.48,31.76,0.0,43.57
2024-07-29,39.25,23.98,31.54,0.0,40.82
2024-07-30,39.19,22.92,31.08,0.0,43.91
2024-07-31,39.93,24.01,31.83,0.0,41.94
2024-08-01,39.54,23.82,31.41,0.0,44.47
2024-08-02,38.76,23.51,31.21,0.0,42.7
2024-08-03,38.91,24.27,31.29,0.0,41.6
2024-08-04,38.88,23.62,31.0,0.01,39.69
2024-08-05,38.88,22.1,30.45,0.0,36.23
2024-08-06,39.29,22.62,30.76,0.0,40.1
2024-08-07,39.76,23.44,31.26,1.77,45.28
2024-08-08,39.75,23.43,31.44,0.0,39.49
2024-08-09,40.0,23.28,31.53,0.0,39.17
2024-08-10,39.93,23.06,31.08,0.0,39.28
2024-08-11,40.01,22.72,30.76,0.0,46.93
2024-08-12,38.73,22.44,30.54,0.0,44.74
2024-08-13,38.34,23.71,30.82,0.0,42.49
2024-08-14,39.19,23.07,30.6,0.0,44.91
2024-08-15,40.1,22.12,30.82,0.0,46.59
2024-08-16,39.37,21.95,30.44,0.0,52.24
2024-08-17,40.85,23.46,31.58,0.0,49.38
2024-08-18,39.57,23.1,30.8,0.0,50.09
2024-08-19,39.16,23.93,31.01,0.0,41.5
2024-08-20,40.71,22.18,30.97,0.0,38.91
2024-08-21,40.56,21.77,31.05,0.0,38.27
2024-08-22,39.35,22.97,31.27,0.0,49.73
2024-08-23,38.94,24.38,31.26,0.0,47.46
2024-08-24,38.39,23.75,30.71,0.0,49.65
2024-08-25,39.46,23.79,31.3,0.0,46.57
2024-08-26,40.4,24.02,32.17,0.0,39.37
2024-08-27,39.11,24.47,31.64,0.0,42.09
2024-08-28,39.41,23.65,31.11,0.0,41.54
2024-08-29,38.6,23.72,30.65,0.0,44.86
2024-08-30,38.27,22.46,29.95,0.0,42.62
2024-08-31,37.94,23.24,30.07,0.0,41.8
2024-09-01,37.51,22.77,29.99,0.0,49.09
2024-09-02,38.54,23.8,31.18,0.0,46.1
2024-09-03,37.79,24.04,30.85,0.0,45.61
2024-09-04,36.55,22.53,29.32,0.0,50.63
2024-09-05,36.57,22.58,29.2,0.0,51.25
2024-09-06,36.65,22.64,29.56,0.0,51.3
2024-09-07,37.45,23.05,30.15,0.0,47.98
2024-09-08,38.25,23.18,30.4,0.0,48.05
2024-09-09,36.71,22.45,29.51,0.0,49.16
2024-09-10,37.83,22.72,30.22,0.0,41.5
2024-09-11,40.26,23.65,32.35,0.0,33.96
2024-09-12,41.94,26.17,33.0,0.0,37.62
2024-09-13,37.31,24.41,29.93,0.0,50.23
2024-09-14,36.95,20.44,28.28,0.0,53.77
2024-09-15,37.18,21.75,28.87,0.0,59.28
2024-09-16,35.57,22.69,28.58,0.0,51.22
2024-09-17,35.37,22.55,28.48,0.0,45.58
2024-09-18,35.45,20.75,27.62,0.0,44.22
2024-09-19,38.46,21.37,29.88,0.0,36.9
2024-09-20,40.91,25.83,32.23,0.0,34.89
2024-09-21,34.14,22.74,27.92,0.0,51.62
2024-09-22,33.59,21.41,26.98,0.0,51.59
2024-09-23,33.29,20.56,26.34,0.0,50.04
2024-09-24,34.04,18.63,26.06,0.0,48.85
2024-09-25,34.26,19.31,26.24,0.0,57.05
2024-09-26,34.7,19.35,26.46,0.0,55.28
2024-09-27,35.02,19.09,26.6,0.0,53.29
2024-09-28,34.94,19.48,26.8,0.0,51.1
2024-09-29,34.3,19.43,26.24,0.0,54.17
2024-09-30,34.25,19.32,26.16,0.0,59.95
2024-10-01,32.56,19.69,25.69,0.0,54.94
2024-10-02,31.64,18.52,24.6,0.0,51.65
2024-10-03,32.02,18.24,24.52,0.0,51.68
2024-10-04,31.99,17.3,24.09,0.0,53.87
2024-10-05,32.43,17.14,24.23,0.0,57.19
2024-10-06,32.26,17.0,23.93,0.0,58.43
2024-10-07,34.34,16.94,25.11,0.0,56.95
2024-10-08,35.59,18.74,26.6,0.0,49.62
2024-10-09,35.46,19.94,27.18,0.0,47.79
2024-10-10,33.69,19.24,25.77,0.0,59.28
2024-10-11,34.52,17.83,25.69,0.0,55.08
2024-10-12,34.75,19.38,26.6,0.0,47.76
2024-10-13,35.71,18.78,26.61,0.0,56.27
2024-10-14,33.48,20.49,26.27,0.0,59.86
2024-10-15,31.51,19.99,25.07,0.0,54.94
2024-10-16,30.88,18.8,24.45,0.0,56.92
2024-10-17,31.02,18.79,24.62,0.0,60.28
2024-10-18,31.63,18.91,24.35,0.0,56.42
2024-10-19,30.47,16.99,23.27,0.0,52.76
2024-10-20,30.98,17.03,22.98,0.0,54.63
2024-10-21,31.28,17.68,23.25,0.0,51.85
2024-10-22,29.4,17.03,22.1,0.0,49.48
2024-10-23,28.46,16.71,21.43,0.0,45.49
2024-10-24,28.73,15.95,21.07,0.0,40.46
2024-10-25,29.18,14.86,20.75,0.0,41.57
2024-10-26,29.78,14.73,21.46,0.0,54.27
2024-10-27,30.87,16.01,22.44,0.0,54.11
2024-10-28,30.67,15.52,22.17,0.0,58.56
2024-10-29,28.08,15.57,21.07,0.0,60.55
2024-10-30,26.72,14.09,19.82,0.0,59.08
2024-10-31,26.38,13.1,19.37,0.0,60.82
2024-11-01,26.91,14.25,20.19,0.0,60.12
2024-11-02,26.99,14.58,20.17,0.01,59.23
2024-11-03,26.89,14.57,20.78,0.0,49.61
2024-11-04,27.17,15.89,21.06,0.0,53.45
2024-11-05,26.21,14.02,19.57,0.0,60.03
2024-11-06,28.06,14.15,20.62,0.0,65.0
2024-11-07,29.95,16.63,22.18,0.04,66.45
2024-11-08,28.3,16.91,21.47,0.12,66.9
2024-11-09,27.0,15.61,20.48,0.14,60.19
2024-11-10,24.07,14.49,18.57,0.01,61.37
2024-11-11,24.31,12.32,17.95,0.0,57.32
2024-11-12,26.21,12.58,18.95,0.0,70.7
2024-11-13,27.05,14.94,19.93,0.0,68.54
2024-11-14,26.75,13.28,19.34,0.0,70.16
2024-11-15,27.3,15.18,20.12,0.0,64.55
2024-11-16,26.88,13.28,19.07,0.0,59.67
2024-11-17,25.59,12.42,18.48,0.0,45.84
2024-11-18,24.56,12.13,17.99,0.23,66.59
2024-11-19,25.14,12.54,18.15,0.19,66.09
2024-11-20,25.57,12.97,18.67,0.03,55.85
2024-11-21,25.18,14.17,18.74,0.0,54.2
2024-11-22,28.43,14.5,20.13,0.0,40.81
2024-11-23,27.05,13.01,19.04,0.09,62.7
2024-11-24,22.88,13.35,16.81,0.49,62.6
2024-11-25,19.91,12.35,15.55,0.05,49.18
2024-11-26,19.49,10.24,14.44,0.15,53.11
2024-11-27,21.27,9.82,15.07,0.08,54.27
2024-11-28,22.8,10.28,15.64,0.0,64.64
2024-11-29,22.78,11.18,15.75,0.0,69.33
2024-11-30,23.03,10.38,15.65,0.1,71.2
2024-12-01,23.38,9.75,15.42,0.13,72.3
2024-12-02,22.97,9.93,15.41,0.02,71.78
2024-12-03,22.51,10.57,15.35,0.0,67.04
2024-12-04,22.19,9.22,14.98,0.0,62.58
2024-12-05,22.59,11.17,15.8,0.0,67.52
2024-12-06,23.79,11.55,16.51,0.0,67.5
2024-12-07,23.75,13.26,17.25,0.0,52.38
2024-12-08,23.7,10.71,16.27,0.0,40.13
2024-12-09,24.61,11.53,16.27,0.0,36.48
2024-12-10,24.1,9.09,15.47,0.0,67.36
2024-12-11,23.65,10.47,15.45,0.0,79.62
2024-12-12,21.22,13.01,16.23,0.03,81.78
2024-12-13,22.38,10.07,15.19,0.01,70.0
2024-12-14,21.8,9.99,15.0,0.0,60.43
2024-12-15,21.75,7.99,13.66,0.0,58.16
2024-12-16,21.79,7.02,13.63,0.0,65.62
2024-12-17,21.6,9.35,14.35,0.04,74.78
2024-12-18,22.06,8.76,14.47,0.03,74.97
2024-12-19,21.44,9.4,14.81,0.15,71.77
2024-12-20,21.04,9.84,14.26,0.1,75.71
2024-12-21,21.82,8.78,14.38,0.0,68.39
2024-12-22,21.75,8.65,14.5,0.0,48.5
2024-12-23,20.9,7.94,13.61,0.0,63.22
2024-12-24,19.76,6.24,12.13,0.0,61.8
2024-12-25,20.55,8.35,12.78,0.0,42.07
2024-12-26,15.32,5.16,9.92,0.0,45.48
2024-12-27,16.6,4.4,10.05,0.0,53.02
2024-12-28,18.75,5.33,11.4,0.0,66.89
2024-12-29,19.13,6.59,12.28,0.01,66.57
2024-12-30,17.75,7.49,12.29,0.13,68.77
2024-12-31,18.72,7.16,12.22,0.13,72.24
